dispatch_logic_name,break_point_1,break_point_2,break_point_3,break_point_4
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_UT_005All Zones LOEL,9,20,50,0
GB_WY_001WFU,12,24,0,0
GB_WY_001WFU,12,24,0,0
GB_WY_001WFU,12,24,0,0
GB_WY_001NZ Protection,12,24,52,0
GB_WY_001NZ Protection,12,24,52,0
GB_WY_001EZ Protection,12,24,52,0
GB_WY_001EZ Protection,12,24,52,0
GB_WY_001NZ BCR,12,24,52,0
GB_WY_001NZ BCR,12,24,52,0
GB_WY_001NZ BCR,12,24,52,0
GB_WY_001NZ BCR,12,24,52,0
GB_WY_001WZ BCR,12,24,52,0
GB_WY_001WZ BCR,12,24,52,0
GB_WY_001WZ BCR,12,24,52,0
GB_WY_001WZ BCR,12,24,52,0
GB_WY_001EZ BCR,12,24,52,0
GB_WY_001EZ BCR,12,24,52,0
GB_WY_001WZ Protection,12,24,52,0
GB_WY_001WZ Protection,12,24,52,0
NR_ID_001Roadless,2,6,14,0
NR_ID_001Roadless,2,6,14,0
NR_ID_001Roadless,2,6,14,0
NR_ID_001Roadless,2,6,14,0
NR_ID_001Roadless,2,6,14,0
NR_ID_001Roadless,2,6,14,0
NR_ID_001Roadless,2,6,14,0
NR_ID_001Roadless,2,6,14,0
NR_ID_001Roadless,2,6,14,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001General_response,3,9,16,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001WUI,3,11,24,0
NR_ID_001Wilderness,3,8,10,0
NR_ID_001Wilderness,3,8,10,0
NR_ID_001Wilderness,3,8,10,0
NR_ID_001Wilderness,3,8,10,0
NR_MT_002FMU1/2,29,45,69,79
NR_MT_002FMU1/2,29,45,69,79
NR_MT_002FMU1/2,29,45,69,79
NR_MT_002FMU1/2,29,45,69,79
NR_MT_002FMU1/2,29,45,69,79
NR_MT_002FMU3,29,45,69,79
NR_MT_002FMU3,29,45,69,79
NR_MT_002FMU3,29,45,69,79
NR_MT_002FMU3,29,45,69,79
NR_MT_002FMU4,29,45,69,79
NR_MT_002FMU4,29,45,69,79
NR_MT_002FMU4,29,45,69,79
NR_MT_002FMU4,29,45,69,79
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_WUI_Other,16,32,63,0
NR_MT_003FMU_Wild,16,32,63,0
NR_MT_003FMU_Wild,16,32,63,0
NR_MT_003FMU_Wild,16,32,63,0
NR_MT_003FMU_Wild,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_003FMU2_RES,16,32,63,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004FMU1_WUI,25,55,65,0
NR_MT_004BIA_BFA,25,55,65,0
NR_MT_004BIA_BFA,25,55,65,0
NR_MT_004BIA_BFA,25,55,65,0
NR_MT_004BIA_BFA,25,55,65,0
NR_MT_004BIA_BFA,25,55,65,0
NR_MT_004BIA_BFA,25,55,65,0
NR_MT_004BIA_BFA,25,55,65,0
NR_MT_004BIA_BFA,25,55,65,0
NR_MT_004FMU3,25,55,65,0
NR_MT_004FMU3,25,55,65,0
NR_MT_004FMU3,25,55,65,0
NR_MT_004FMU3,25,55,65,0
NR_MT_004FMU3,25,55,65,0
NR_MT_004FMU3,25,55,65,0
NR_MT_004FMU3,25,55,65,0
NR_MT_004FMU2,25,55,65,0
NR_MT_004FMU2,25,55,65,0
NR_MT_004FMU2,25,55,65,0
NR_MT_004FMU2,25,55,65,0
NR_MT_004FMU2,25,55,65,0
NR_MT_004FMU2,25,55,65,0
NR_MT_004FMU2,25,55,65,0
NR_MT_004FMU2,25,55,65,0
NR_MT_004FMU2,25,55,65,0
NR_MT_004FMU4_WFU,25,55,65,0
NR_MT_004FMU4_WFU,25,55,65,0
NR_MT_004FMU4_WFU,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Modified,25,55,65,0
NR_MT_005Limited Park,25,55,0,0
NR_MT_005Limited Park,25,55,0,0
NR_MT_005Limited Park,25,55,0,0
NR_MT_005Limited Park,25,55,0,0
NR_MT_005Limited Park,25,55,0,0
NR_MT_005Limited Park,25,55,0,0
NR_MT_005Limited Park,25,55,0,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005Full,25,55,65,0
NR_MT_005North Modified,100,150,275,0
NR_MT_005North Modified,100,150,275,0
NR_MT_005Limited,50,150,0,0
NR_MT_005Limited,50,150,0,0
NR_MT_005Limited,50,150,0,0
NR_MT_006NR_MT_006_FMU2_Wild,17,36,72,90
NR_MT_006NR_MT_006_FMU3,17,36,72,90
NR_MT_006NR_MT_006_FMU1,17,36,72,90
NR_MT_006NR_MT_006_FMU1,17,36,72,90
NR_MT_006NR_MT_006_FMU1,17,36,72,90
NR_MT_006NR_MT_006_FMU1,17,36,72,90
NR_MT_006NR_MT_006_FMU1,17,36,72,90
NR_MT_006NR_MT_006_FMU2,17,36,72,90
NR_MT_006NR_MT_006_FMU2,17,36,72,90
NR_MT_006NR_MT_006_FMU2,17,36,72,90
NR_MT_006NR_MT_006_FMU2,17,36,72,90
NR_MT_006NR_MT_006_FMU3_Wild,17,36,72,90
"NR_MT_007DPA BLM (BO, SP)",14,42,0,0
"NR_MT_007DPA BLM (BO, SP)",14,42,0,0
"NR_MT_007DPA BLM (BO, SP)",14,42,0,0
"NR_MT_007DPA BLM (BO, SP)",14,42,0,0
"NR_MT_007BRKS, LR",14,42,0,0
"NR_MT_007BRKS, LR",14,42,0,0
"NR_MT_007BRKS, LR",14,42,0,0
NR_MT_007VFD IA Response,14,42,0,0
NR_MT_007VFD IA Response,14,42,0,0
NR_MT_007VFD IA Response,14,42,0,0
NR_MT_007VFD IA Response,14,42,0,0
NR_MT_007VFD IA Response,14,42,0,0
"NR_MT_007PF, IR, MON",14,42,0,0
"NR_MT_007PF, IR, MON",14,42,0,0
"NR_MT_007PF, IR, MON",14,42,0,0
NR_MT_007Rocky Boy,14,42,0,0
NR_MT_007Rocky Boy,14,42,0,0
NR_MT_007CMR,14,42,0,0
NR_MT_007CMR,14,42,0,0
NR_MT_007CMR,14,42,0,0
NR_MT_007Fort Belknap,14,42,0,0
NR_MT_007Fort Belknap,14,42,0,0
NR_MT_001WUI,20,40,0,0
NR_MT_001WUI,20,40,0,0
NR_MT_001WUI,20,40,0,0
NR_MT_001WUI,20,40,0,0
NR_MT_001WUI,20,40,0,0
NR_MT_001WUI,20,40,0,0
NR_MT_001WUI,20,40,0,0
NR_MT_001Wilderness,20,40,0,0
NR_MT_001Wilderness,20,40,0,0
NR_MT_001BIA Non WUI,20,40,0,0
NR_MT_001BIA Non WUI,20,40,0,0
NR_MT_001BIA Non WUI,20,40,0,0
NR_MT_001BIA Non WUI,20,40,0,0
NR_MT_001BIA Non WUI,20,40,0,0
NR_MT_001Non WUI,20,40,0,0
NR_MT_001Non WUI,20,40,0,0
NR_MT_001Non WUI,20,40,0,0
NR_MT_001Non WUI,20,40,0,0
NR_MT_001BIA WUI,20,40,0,0
NW_OR_002UPF GF LSR DL TL,10,20,30,40
NW_OR_002UPF GF LSR DL TL,10,20,30,40
NW_OR_002UPF GF LSR DL TL,10,20,30,40
NW_OR_002UPF GF LSR CG NU,10,20,30,40
NW_OR_002UPF GF LSR CG NU,10,20,30,40
NW_OR_002UPF Wilderness,10,20,30,40
NW_OR_002UPF Wilderness,10,20,30,40
NW_OR_002UPF Wilderness,10,20,30,40
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008SPA Dispatch,21,41,0,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
NW_WA_008COA 4 FMZ 1-2 4 Lev.,11,21,42,0
SA_AR_001pcr general,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR01,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001GenFor IR AR02,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_AR_001Wilderness IR,20,30,40,0
SA_FL_001BICY Racoon Point,12,32,52,61
SA_FL_001BICY Racoon Point,12,32,52,61
SA_FL_001BICY Racoon Point,12,32,52,61
SA_FL_001BICY Racoon Point,12,32,52,61
SA_FL_001BICY Racoon Point,12,32,52,61
SA_FL_001BICY Racoon Point,12,32,52,61
SA_FL_001BICY Racoon Point,12,32,52,61
SA_FL_001BICY Racoon Point,12,32,52,61
SA_FL_001BICY-THRT-DOZERS,12,32,52,61
SA_FL_001BICY-THRT-DOZERS,12,32,52,61
SA_FL_001BICY-THRT-DOZERS,12,32,52,61
SA_FL_001BICY-THRT-DOZERS,12,32,52,61
SA_FL_001EVER,25,39,60,89
SA_FL_001EVER,25,39,60,89
SA_FL_001EVER,25,39,60,89
SA_FL_001EVER,25,39,60,89
SA_FL_001EVER,25,39,60,89
SA_FL_001EVER,25,39,60,89
SA_FL_001FPR,13,25,35,0
SA_FL_001FPR,13,25,35,0
SA_FL_001FPR,13,25,35,0
SA_FL_001FPR,13,25,35,0
SA_FL_001LXR,13,25,35,0
SA_FL_001LXR,13,25,35,0
SA_FL_001NKR,13,25,35,0
SA_FL_001NKR,13,25,35,0
SA_FL_001NKR,13,25,35,0
SA_FL_001NKR,13,25,35,0
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001FLSEA Dispatch Log 1,10,25,40,60
SA_FL_001JNR,13,25,35,0
SA_FL_001JNR,13,25,35,0
SA_FL_001JNR,13,25,35,0
SA_FL_001JNR,13,25,35,0
SA_FL_002OKR_Uplands,10,19,38,46
SA_FL_002OKR_Uplands,10,19,38,46
SA_FL_002OKR_Uplands,10,19,38,46
SA_FL_002OKR_Uplands,10,19,38,46
SA_FL_002FS_Wilderness,14,59,99,115
SA_FL_002FS_Wilderness,14,59,99,115
SA_FL_002FS_Mixed_Ownership,14,59,99,115
SA_FL_002FS_Mixed_Ownership,14,59,99,115
SA_FL_002FS_Mixed_Ownership,14,59,99,115
SA_FL_002FS_Mixed_Ownership,14,59,99,115
SA_FL_002FS_Mixed_Ownership,14,59,99,115
SA_FL_002FS_Mixed_Ownership,14,59,99,115
SA_FL_002FS_Mixed_Ownership,14,59,99,115
SA_FL_002FS_Mixed_Ownership,14,59,99,115
SA_FL_002FS_General_Forest,14,59,99,115
SA_FL_002FS_General_Forest,14,59,99,115
SA_FL_002FS_General_Forest,14,59,99,115
SA_FL_002OKR_Wilderness,10,19,38,46
SA_FL_002FS_Pinhook,14,59,99,115
SA_FL_002NPS,10,19,0,0
SA_FL_002NPS,10,19,0,0
SA_FL_002NPS,10,19,0,0
SA_FL_002NPS,10,19,0,0
SA_FL_002NPS,10,19,0,0
SA_FL_002NPS,10,19,0,0
SA_FL_002Cumberland_Island,10,19,0,0
SA_FL_002Cumberland_Island,10,19,0,0
SA_FL_002Cumberland_Island,10,19,0,0
SA_FL_002Cumberland_Island,10,19,0,0
SA_FL_003Non_Particpating,15,31,62,76
SA_FL_003Non_Particpating,15,31,62,76
SA_FL_003FS_Bombing_Range,15,35,70,90
SA_FL_003FS_General_Forest,15,35,70,90
SA_FL_003FS_General_Forest,15,35,70,90
SA_FL_003FS_General_Forest,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Mixed_Ownership,15,35,70,90
SA_FL_003FS_Wilderrness,15,35,70,0
SA_FL_003FS_Wilderrness,15,35,70,0
SA_FL_003FWS_LRR,15,31,62,76
SA_FL_003FWS_LWR_Marsh,10,20,33,40
SA_FL_003FWS_LWR_Upland,10,20,33,40
SA_FL_003FWS_MI_North,15,31,62,76
SA_FL_003FWS_MI_South,15,31,62,76
SA_FL_003FWS_ST_Johns,15,31,62,76
SA_FL_003FWS_ST_Johns,15,31,62,76
SA_FL_003FWS_ST_Johns,15,31,62,76
SA_FL_003FWS_Threat,15,31,62,76
SA_FL_003FWS_Threat,15,31,62,76
SA_FL_003FWS_Threat,15,31,62,76
SA_FL_003FWS_Threat,15,31,62,76
SA_FL_003FWS_Threat,15,31,62,76
SA_FL_003FWS_Threat,15,31,62,76
SA_FL_003FWS_Threat,15,31,62,76
SA_FL_003NPS_Can_North,25,45,65,85
SA_FL_003NPS_Can_North,25,45,65,85
SA_FL_003NPS_Can_South,25,45,65,85
SA_FL_003FS_Artillery Range,15,35,70,90
SA_FL_004SVR_FMU_FWA,10,20,30,40
SA_FL_004EGR_FMU_FWA,10,20,30,40
SA_FL_004FS_Threat,10,20,30,40
SA_FL_004FS_Threat,10,20,30,40
SA_FL_004FS_Threat,10,20,30,40
SA_FL_004FS_Threat,10,20,30,40
SA_FL_004FS_Threat,10,20,30,40
SA_FL_004FS_Threat,10,20,30,40
SA_FL_004FS_Threat,10,20,30,40
SA_FL_004FS_Military,10,20,30,40
SA_FL_004LSR_FMU_FWA_NORTH,10,20,30,40
SA_FL_004SMR_THT_FMU_FWA,10,20,30,40
SA_FL_004LSR_FMU_FWA_SOUTH,10,20,30,40
SA_FL_004SMR_FMU_SMR_EAST_FWA,10,20,30,40
SA_FL_004CHR_FMU_FWA,10,20,30,40
SA_FL_004SMR_FMU_SMR_WEST_FWA,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Mixed_Ownership,10,20,30,40
SA_FL_004FS_Wilderness,10,20,30,40
SA_FL_004FS_Wilderness,10,20,30,40
SA_FL_004FS_Wilderness,10,20,30,40
SA_FL_004FS_General_Forest,10,20,30,40
SA_FL_004FS_General_Forest,10,20,30,40
SA_GA_001Oconee,5,11,23,27
SA_GA_001Oconee,5,11,23,27
SA_GA_001Oconee,5,11,23,27
SA_GA_001Piedmont,5,11,23,27
SA_GA_001Piedmont,5,11,23,27
SA_KY_001Mammoth Cave,1,10,23,33
SA_KY_001Mammoth Cave,1,10,23,33
SA_KY_001NPS CUGA,20,60,80,0
SA_KY_001NPS CUGA,20,60,80,0
SA_KY_001NPS CUGA,20,60,80,0
SA_KY_001NPS CUGA,20,60,80,0
SA_KY_001NPS BISO,20,60,80,0
SA_KY_001NPS BISO,20,60,80,0
SA_KY_001NPS BISO,20,60,80,0
SA_KY_001NPS BISO,20,60,80,0
SA_KY_001NPS BISO,20,60,80,0
SA_KY_001NPS BISO,20,60,80,0
SA_KY_001FS Wilderness,20,60,80,0
SA_KY_001FS Wilderness,20,60,80,0
SA_KY_001FS General,20,40,80,0
SA_KY_001FS General,20,40,80,0
SA_KY_001FS General,20,40,80,0
SA_KY_001FS General,20,40,80,0
SA_KY_001FS General,20,40,80,0
SA_KY_001FS LBL,20,30,0,0
SA_KY_001FS LBL,20,30,0,0
SA_LA_001BBR1,6,10,0,0
SA_LA_001BBR1,6,10,0,0
SA_LA_001BBR1,6,10,0,0
SA_LA_001BBR1,6,10,0,0
SA_LA_001BBR1,6,10,0,0
SA_LA_001BBR1,6,10,0,0
SA_LA_001BBR1,6,10,0,0
SA_LA_001BBR1,6,10,0,0
SA_LA_001BBR1,6,10,0,0
SA_LA_003NO-Plow_NO_Penetrat,15,30,40,50
SA_LA_003NO-Plow_NO_Penetrat,15,30,40,50
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
SA_LA_003Kisatchie General,15,30,40,0
