dispatch_logic_name,break_point,large_airtanker,hand_crew,dozer,engines,air_boat,fire_boat,helicopter,helitack_crew,scooper_or_seat,smoke_jumper_aircraft,smoke_jumper,tractor_plow,water_tender
NW_WA_002NZ Wild Rev 1,2,,2,,1,,,2,1,,1,2,,
NW_WA_002SZ GF Revision 1,2,,1,,2,,,2,1,,0,0,,
NW_WA_003Non-Wilderness,2,2,3,1,2,,,2,2,1,,,,1
NW_WA_003ROLA Wilderness,2,2,0,,,,,4,1,,1,2,,
NW_WA_003WEN-Wilderness,2,2,2,,,,,4,1,0,1,1,,
NW_WA_003OKA-Wilderness,2,2,2,,,,,2,1,,1,2,,
NW_WA_003Ste-Suppression,2,2,3,0,1,,,2,2,1,,,,1
NW_WA_003RED Zone,2,2,0,,,,,4,2,,1,2,,
NW_WA_007MHF_Wilderness S,2,1,4,,1,,,1,1,,1,4,,
NW_WA_007MHF_Wilderness,2,1,4,,1,,,1,1,,1,4,,
NW_WA_007MHF_Unit 4,2,0,2,0,2,,,1,1,,0,0,,0
NW_WA_007GP_CV_North,2,0,2,0,2,,,1,1,,0,0,,1
NW_WA_007MHF_Unit 1,2,0,2,0,2,,,0,0,,,,,1
NW_WA_007MHF_Unit 2,2,0,2,0,2,,,1,1,,0,0,,0
NW_WA_007MHF_Unit 3,2,0,2,0,2,,,1,1,,0,0,,1
NW_WA_007Gorge East,2,0,2,1,4,,,1,1,,,,,2
NW_WA_007MHF_Wilderness E,2,1,4,,1,,,1,1,,1,4,,
NW_WA_007GP_MTA_East,2,0,2,0,2,,,0,0,,0,0,,1
NW_WA_007YAA-SP,2,2,2,2,4,,,,,,,,,1
NW_WA_007YAA-MC,2,2,2,2,4,,,,,,,,,1
NW_WA_007YAA-HB,2,1,1,1,2,,,,,,,,,1
NW_WA_007GP_MSH_West,2,0,2,0,2,,,1,1,,0,0,,0
NW_WA_007GP_Wilderness,2,1,4,,1,,,0,1,,1,4,,0
SA_AL_001BH_Primary,2,,1,1,1,,,,,,,,,
SA_AL_001LIRI Canyon,2,,2,0,1,,,,,,,,,
SA_AL_001Talladega_FWA,2,,1,1,1,,,,,,,,,
SA_AL_001Dugger_Wild,2,,1,0,0,,,,,,,,,
SA_AL_001HOBE,2,,1,0,1,,,,,,,,,
SA_AL_001FWS,2,,1,2,1,,,,,,,,,
SA_AL_001RUCA,2,,1,0,1,,,,,,,,,
SA_AL_001Sipsey FWA,2,,1,0,1,,,,,,,,,
SA_AL_001CON_Primary,2,,0,1,1,,,,,,,,,
SA_AL_001Cheaha_Wild,2,,1,0,1,,,,,,,,,
SA_AL_001SC_FWA,2,,0,1,1,,,,,,,,,
SA_AL_001LIRI Upland,2,,1,0,1,,,,,,,,,
SA_AL_001Tuskegee_FWA,2,,1,1,0,,,,,,,,,
SA_AL_001Oakmulgee_FWA,2,,1,0,1,,,,,,,,,
SW_AZ_001SCA EE,2,1,1,1,4,,,2,1,1,,,,1
SW_AZ_001SCA Sonora,2,1,1,1,4,,,2,1,1,,,,1
"SW_AZ_001NPS_SAP > 4,500'",2,,1,,,,,2,1,1,,,,
SW_AZ_001Low Potential,2,1,1,,2,,,,,1,,,,1
SW_AZ_001Moderate Potential,2,1,2,0,3,,,2,2,1,,,,2
SW_AZ_001High Potential,2,1,2,1,4,,,2,2,1,,,,2
SW_AZ_001SCA WUI,2,1,1,,4,,,2,1,1,,,,1
RM_SD_002Mark Browning,2,,1,,6,,,,,0,,,,1
RM_WY_002Esterbrook,2,,1,,1,,,,,,,,,
RM_WY_002High Desert District,2,,1,,2,,,1,1,,,,,
RM_WY_002Eastern Counties,2,,1,,1,,,1,1,,,,,
RM_WY_002MBF_Snowy,2,,1,,1,,,,,,,,,
RM_WY_002North Counties,2,,2,,5,,,1,1,,,,,
RM_WY_002North Casper,2,,1,,1,,,1,1,,,,,
NW_OR_003Wilderness,2,,2,,2,,,2,1,,2,4,,0
NW_OR_003FS Protection,2,,1,0,2,,,1,1,,0,,,0
NW_OR_003ODF Protection,2,0,1,0,3,0,0,0,1,0,0,0,0,0
NW_OR_003Private/WUI,2,1,1,1,3,,,2,2,,,,,0
CA_CA_014BDF Wilderness FMU,2,2,1,,6,,,1,2,,,,,
CA_CA_014BIA Suppression FMU,2,2,2,,7,,,1,2,,,,,1
CA_CA_014BDF Suppression FMU,2,2,2,,7,,,1,2,,,,,1
CA_CA_014BLM CDD FMU's,2,2,2,,7,,,1,2,,,,,1
CA_CA_014BDF Threat FMU,2,,1,,3,,,,,,,,,
CA_CA_009OVICC 4,2,2,2,,3,,,2,1,1,,,,2
CA_CA_004NPS WUI,2,1,1,0,4,0,0,1,1,0,0,0,0,1
CA_CA_004Wilderness,2,1,1,0,5,0,0,1,1,0,1,6,0,0
CA_CA_004Non DPA,2,1,1,1,6,0,0,1,1,0,0,0,0,1
CA_CA_004USFS,2,1,1,1,5,0,0,1,1,0,0,0,0,1
CA_CA_010BLM West Valley,2,2,2,2,4,,,2,2,1,,,,3
CA_CA_010Wilderness,2,1,3,,3,,,2,2,1,,,,1
CA_CA_010WUI,2,2,2,2,4,,,2,2,1,,,,2
CA_CA_010Island,2,1,4,,1,,,4,4,,,,,
CA_CA_012ANF Mutual Aid Resp,2,2,7,2,20,0,0,0,2,,,,,3
CA_CA_012Standard ANF Resp,2,2,5,1,15,0,0,1,2,,,,,3
CA_CA_012ANF Response Wilder,2,2,5,0,10,0,0,1,2,,,,,0
GB_ID_002Non WUI Non Timber,2,,,1,3,,,2,2,,1,2,,1
GB_ID_002WUI Timber,2,,1,1,4,,,2,2,,1,2,,1
GB_ID_002Non-WUI timber,2,,,1,3,,,2,2,,1,2,,1
GB_ID_002WFU logic,2,,1,,2,,,2,2,,1,2,,
GB_ID_002WUI Non-Timber,2,,1,1,4,,,2,2,,1,2,,1
GB_ID_003WFU,2,,1,,1,,,4,1,,2,20,,
GB_ID_003Desert/Range,2,1,1,,2,,,4,1,1,1,4,,
GB_ID_003Mountain,2,1,1,,1,,,4,1,1,1,8,,
GB_NV_001Pine Forest S. East,2,,1,1,3,,,,,2,1,2,,1
GB_NV_001I-80,2,1,1,1,4,,,,,2,1,2,,2
GB_NV_001Elliott Wrencing,2,1,1,1,5,,,,,2,1,2,,2
GB_NV_003Mt Rose Wilderness,2,0,1,,1,,,2,1,0,1,2,,
GB_NV_003Carson River,2,1,1,1,5,,,1,1,2,0,0,,
GB_NV_003Aurora no dozer,2,1,1,0,3,,,1,1,0,0,0,,
GB_NV_003Carson River ND,2,1,1,0,5,,,1,1,2,0,0,,
GB_NV_003Como,2,1,2,1,2,,,1,1,2,1,2,,
GB_NV_003Churchill Ranges,2,1,2,1,3,,,1,1,2,1,3,,
GB_NV_003Lyon Basin,2,1,1,1,2,,,2,1,1,1,1,,
GB_NV_003Fish Springs,2,1,1,1,3,,,1,1,2,1,2,,
GB_NV_003CCD SE ND,2,0,1,0,2,,,1,1,1,1,2,,
GB_NV_003Churchill Basin,2,1,2,1,5,,,1,1,2,1,3,,
GB_NV_003Reno/Sparks ND,2,1,1,0,7,,,1,1,2,0,0,,
GB_NV_003Reno/Sparks,2,1,1,1,7,,,1,1,2,0,0,,
GB_NV_003Bridgeport WUI,2,1,1,0,3,,,1,1,0,1,2,,
GB_NV_003Fish Springs ND,2,1,1,0,3,,,1,1,2,1,2,,
GB_NV_003CCD SE,2,0,1,1,2,,,1,1,1,1,2,,
GB_NV_004Master,2,,,,4,,,,,1,1,4,,1
GB_NV_004WUI,2,1,,1,5,,,,,1,,,,1
GB_NV_004WFU/WSA,2,,,,2,,,,,0,0,0,,0
GB_NV_006FWS Sensitive,2,1,1,,2,,,2,1,2,1,4,,1
GB_NV_006Military Response,2,2,1,,3,,,2,1,1,,,,1
GB_NV_006Grass WUI,2,2,2,,5,,,4,1,2,,,,1
GB_NV_006Critical Tort,2,1,1,0,3,,,1,1,2,1,4,,1
GB_NV_006High Juniper,2,1,2,,4,,,2,1,1,1,2,,1
GB_UT_002SWT No Retardant,2,0,1,,2,,,1,1,2,2,2,,1
GB_UT_002SWT Four,2,0,1,,2,,,1,1,2,2,2,,1
GB_UT_004Low Risk,2,,1,,2,,,3,1,1,0,0,,1
GB_UT_004Moderate Risk,2,0,1,,2,,,2,1,1,0,0,,1
GB_UT_004High Risk,2,2,1,,2,,,3,1,2,1,1,,2
GB_UT_005All Zones HIEL,2,0,2,,2,,0,4,1,1,1,3,,1
GB_UT_005All Zones LOEL,2,1,2,,3,,,6,1,1,1,4,,2
GB_WY_001WFU,2,,1,,1,,,2,1,,1,1,,
GB_WY_001NZ Protection,2,,1,,2,,,2,1,,,,,
GB_WY_001EZ Protection,2,,1,,2,,,2,1,,,,,
GB_WY_001NZ BCR,2,,1,,2,,,2,1,,,,,
GB_WY_001WZ BCR,2,,1,,2,,,2,1,,1,2,,
GB_WY_001EZ BCR,2,,1,,2,,,2,1,,,,,
GB_WY_001WZ Protection,2,,1,,2,,,2,1,,,,,
NR_ID_001Roadless,2,1,3,,,,,4,3,4,2,6,,
NR_ID_001General_response,2,1,2,1,3,,,3,2,4,1,3,,2
NR_ID_001WUI,2,1,2,1,2,,,3,1,2,,,,2
NR_ID_001Wilderness,2,0,3,,,,,4,4,4,2,4,,
NR_MT_002FMU1/2,2,0,2,,2,,,0,0,,,,,0
NR_MT_002FMU3,2,0,2,,2,,,0,0,,0,0,,
NR_MT_002FMU4,2,0,2,,2,,,0,0,,0,0,,
NR_MT_003FMU_WUI_Other,2,1,1,1,3,,,2,1,1,0,0,0,2
NR_MT_003FMU_Wild,2,1,2,,2,,,1,1,,1,2,,
NR_MT_003FMU2_RES,2,1,1,1,3,,,2,1,1,1,2,0,2
NR_MT_004FMU1_WUI,2,1,2,1,4,,,2,1,1,0,0,,1
NR_MT_004BIA_BFA,2,1,1,1,3,,,2,1,1,,,,1
NR_MT_004FMU3,2,1,1,,2,,,2,1,1,1,3,,
NR_MT_004FMU2,2,1,2,1,3,,,2,1,1,1,3,,1
NR_MT_004FMU4_WFU,2,,2,,1,,,1,1,1,1,1,,1
NR_MT_005Modified,2,1,3,,3,,,1,1,1,,,,
NR_MT_005Limited Park,2,0,2,,2,,,2,2,0,1,8,,
NR_MT_005Full,2,1,2,,4,,,1,1,1,1,4,,
NR_MT_005North Modified,2,1,3,,3,,,1,1,1,,,,
NR_MT_005Limited,2,1,1,,1,,,1,1,1,1,8,,
NR_MT_006NR_MT_006_FMU2_Wild,2,,1,,,,,1,1,,1,1,,
NR_MT_006NR_MT_006_FMU3,2,,1,,1,,,1,1,,,,,1
NR_MT_006NR_MT_006_FMU1,2,1,2,,4,,,1,1,0,1,1,,1
NR_MT_006NR_MT_006_FMU2,2,,2,,4,,,1,1,,1,1,,1
NR_MT_006NR_MT_006_FMU3_Wild,2,,1,,0,,,1,1,,1,1,,
"NR_MT_007DPA BLM (BO, SP)",2,1,1,,4,,,1,1,1,,,,1
"NR_MT_007BRKS, LR",2,,1,,2,,,1,1,1,,,,1
NR_MT_007VFD IA Response,2,,,2,6,,,,,1,,,,2
"NR_MT_007PF, IR, MON",2,,,,4,,,1,1,1,,,,2
NR_MT_007Rocky Boy,2,,,1,3,,,,,,,,,1
NR_MT_007CMR,2,,,,6,,,0,1,1,,,,1
NR_MT_007Fort Belknap,2,,,0,3,,,,,,,,,1
NR_MT_001WUI,2,1,,,4,,,1,1,1,0,0,,1
NR_MT_001Wilderness,2,,,,3,,,1,1,,1,2,,
NR_MT_001BIA Non WUI,2,1,2,1,4,,,1,1,1,1,2,,1
NR_MT_001Non WUI,2,1,,,5,,,1,1,1,,,,1
NR_MT_001BIA WUI,2,1,1,1,4,,,1,1,2,,,,1
NW_OR_002UPF GF LSR DL TL,2,1,4,1,4,,,2,1,,1,2,,1
NW_OR_002UPF GF LSR CG NU,2,1,4,,3,,,2,1,,0,0,,1
NW_OR_002UPF Wilderness,2,0,6,,2,,,2,1,,1,2,,
NW_WA_008SPA Dispatch,2,1,0,1,2,0,0,1,1,1,0,0,0,1
NW_WA_008COA 4 FMZ 1-2 4 Lev.,2,0,1,1,2,0,0,2,1,1,0,0,0,1
SA_AR_001pcr general,2,1,,1,3,,,,1,,,,,1
SA_AR_001GenFor IR AR01,2,,,0,2,,,,,,,,,0
SA_AR_001GenFor IR AR02,2,,,2,2,,,,1,,,,,1
SA_AR_001Wilderness IR,2,1,,0,3,,,,1,,,,,1
SA_FL_001BICY Racoon Point,2,,,,2,,,1,1,0,,,,
SA_FL_001BICY-THRT-DOZERS,2,,,1,2,,,1,1,0,,,,
SA_FL_001EVER,2,,,,2,,,2,1,,,,,
SA_FL_001FPR,2,,,1,2,,,0,1,,,,,0
SA_FL_001LXR,2,,,,0,2,0,1,2,,,,,
SA_FL_001NKR,2,,,,2,,,1,1,,,,,1
SA_FL_001FLSEA Dispatch Log 1,2,,,1,1,,,,,,,,1,
SA_FL_001JNR,2,,,,1,,,1,1,,,,,0
SA_FL_002OKR_Uplands,2,,,0,1,,,0,1,,,,1,
SA_FL_002FS_Wilderness,2,1,,,3,,,,1,,,,0,
SA_FL_002FS_Mixed_Ownership,2,1,,,2,,,,1,,,,2,
SA_FL_002FS_General_Forest,2,,,,2,,,,,,,,2,
SA_FL_002OKR_Wilderness,2,,,0,2,,,0,1,,,,0,
SA_FL_002FS_Pinhook,2,1,,,3,,,,1,,,,2,
SA_FL_002NPS,2,,,0,2,,,0,0,,,,0,1
SA_FL_002Cumberland_Island,2,,,0,2,,,0,0,,,,0,1
SA_FL_003Non_Particpating,2,,,,,,,,,,,,1,
SA_FL_003FS_Bombing_Range,2,1,,,2,,,,1,,,,,
SA_FL_003FS_General_Forest,2,,,,2,,,,1,,,,1,
SA_FL_003FS_Mixed_Ownership,2,,,,3,,,,1,,,,2,1
SA_FL_003FS_Wilderrness,2,1,,,3,,,,1,,,,,1
SA_FL_003FWS_LRR,2,,,,2,,,,1,,,,1,
SA_FL_003FWS_LWR_Marsh,2,,,,1,,,,1,,,,,
SA_FL_003FWS_LWR_Upland,2,,,,2,,,,1,,,,1,
SA_FL_003FWS_MI_North,2,,,,3,,,,1,,,,1,
SA_FL_003FWS_MI_South,2,,,,3,,,,1,,,,2,
SA_FL_003FWS_ST_Johns,2,,,,2,,,,1,,,,1,
SA_FL_003FWS_Threat,2,,,,1,,,,,,,,1,
SA_FL_003NPS_Can_North,2,,,,3,,,,,,,,,
SA_FL_003NPS_Can_South,2,,,,2,,,,,,,,,
SA_FL_003FS_Artillery Range,2,,,,3,,,,1,,,,,
SA_FL_004SVR_FMU_FWA,2,,,,1,,,,,,,,1,
SA_FL_004EGR_FMU_FWA,2,,,,1,,,,,,,,,
SA_FL_004FS_Threat,2,,,,2,,,,,,,,1,
SA_FL_004FS_Military,2,,,,1,,,,1,,,,,
SA_FL_004LSR_FMU_FWA_NORTH,2,,,,1,,,,,,,,1,
SA_FL_004SMR_THT_FMU_FWA,2,,,,2,,,,,,,,1,
SA_FL_004LSR_FMU_FWA_SOUTH,2,,,,1,,,,,,,,1,
SA_FL_004SMR_FMU_SMR_EAST_FWA,2,,,,2,,,,,,,,1,
SA_FL_004CHR_FMU_FWA,2,,,,1,,,,,,,,,
SA_FL_004SMR_FMU_SMR_WEST_FWA,2,,,,2,,,,,,,,1,
SA_FL_004FS_Mixed_Ownership,2,,,,2,,,,,,,,1,
SA_FL_004FS_Wilderness,2,,,,1,,,,1,,,,,
SA_FL_004FS_General_Forest,2,,,0,1,,,,,,,,1,
SA_GA_001Oconee,2,,,1,1,,,0,1,,,,0,
SA_GA_001Piedmont,2,,,0,1,,,0,0,,,,1,
SA_KY_001Mammoth Cave,2,,,,1,,,,,,,,,
SA_KY_001NPS CUGA,2,,,,1,,,,,,,,,
SA_KY_001NPS BISO,2,,,,1,,,,,,,,,
SA_KY_001FS Wilderness,2,,2,,1,,,,,,,,,
SA_KY_001FS General,2,,2,1,1,,,,1,,,,,
SA_KY_001FS LBL,2,,,0,2,,,,,,,,,
SA_LA_001BBR1,2,,,,2,,1,,,,,,1,
SA_LA_003NO-Plow_NO_Penetrat,2,,2,0,2,,,,1,,,,,
SA_LA_003Kisatchie General,2,,1,1,1,,,,1,,,,,
SA_LA_003No Entry,2,,0,0,1,,,,1,,,,,
SA_LA_003FWSGEN,2,,,2,1,,,,,,,,,
SA_LA_003Kisatchie Wilderness,2,,2,0,2,,,,1,,,,,
SA_MD_001Dismal Logic,2,0,1,1,1,,,0,0,,,,0,0
SA_MD_001FPU Initialization,2,0,1,1,2,,,0,0,,,,2,1
SA_MS_001USFS Wilderness,2,,,0,1,,,,,,,,0,
SA_MS_001USFS,2,,,1,1,,,,,,,,0,
SA_MS_001FWS,2,,,2,2,,,,,,,,0,
SA_MS_002Homochitto FWA,2,,,1,2,,,,,,,,0,
SA_MS_002Bienville WA,2,,,1,2,,,,,,,,1,
SA_MS_002Natchez FWA,2,,,1,1,,,,,,,,,
SA_MS_002Tombigbee FWA,2,,,1,1,,,,,,,,1,
SA_MS_002Noxubee,2,,,1,1,,,,,,,,,
SA_MS_002Natchez Threat FWA,2,,,1,1,,,,,,,,,
SA_MS_002Holly Springs FWA,2,,,1,2,,,,,,,,,
SA_MS_002Natchez Trace FWA,2,,,,1,,,,,,,,,
SA_NC_001Pee Dee,2,,,,1,,,,1,,,,2,
SA_NC_001Carolina Sandhills,2,,,,3,,,,1,,,,2,
SA_NC_001Birkhead Wilderness,2,,,0,2,,,,1,,,,,
SA_NC_001Uwharrie WUI,2,,,1,3,,,,1,,,,,
SA_NC_002FWS with helicopter,2,,,,2,,,,,,,,2,
SA_NC_002Croatan,2,,,,1,,,,,,,,1,
SA_NC_002Currituck aviation,2,,,,2,1,,,,,,,2,
SA_NC_002Ocracoke,2,,,,3,,,,,,,,0,
SA_NC_002Cape Hatteras,2,,,,2,,,,,,,,2,
SA_NC_002Cape Lookout,2,,,,1,,1,,,,,,,
SA_OK_001OUF WILDERNESS,2,,0,0,4,,,,0,,,,,0
SA_OK_001fws dispatch,2,0,1,0,3,,,,1,,,,,1
SA_OK_001Overall,2,,0,1,3,,,,1,,,,,1
SA_OK_002overall,2,,,0,3,,,,,,,,,1
SA_OK_002fws interest,2,0,,2,4,,,,,,,,,1
SA_OK_003Overall,2,,,2,2,,,,,,,,,1
SA_OK_005Fish and Wildlife,2,,,,4,,,,,,,,,2
SA_PR_001Test,2,,,1,2,,,,0,,,,,
SA_SC_001FS Wild,2,,,,2,,,,,,,,,
SA_SC_001FWS_Mainland,2,,,1,2,,,,,,,,2,
SA_SC_001FWS IS,2,,,1,2,,,,1,,,,1,
SA_SC_001FWS Wild,2,,,,2,,,,1,,,,,
SA_SC_001SRF,2,,,2,2,,,,1,,,,,
SA_SC_001FS_FWA,2,,,2,2,,,,,,,,2,
SA_SC_001NPS,2,,,,2,,,0,1,,,,,
SA_TN_001Cherokee Wild North,2,,1,,1,,,,,,,,,
SA_TN_001Appalachian MO,2,,1,1,1,,,,,,,,,
SA_TN_001Chattahoochee NF,2,,1,2,2,,,,1,,,,,
SA_TN_001Grandfather MO,2,,1,0,1,,,,,,,,,
SA_TN_001Cherokee Disp. Logic,2,,2,1,3,,,,1,1,,,,
SA_TN_001NPS BRP,2,,1,1,1,,,,,,,,,
SA_TN_001NPS GSP,2,,,,1,,,,,,,,,
SA_TN_001FS Wilderness,2,,2,,2,,,,1,,,,,
SA_TN_001Nat Pisg MO,2,,1,0,1,,,,0,,,,,
SA_TN_001Cherokee MO,2,,,1,1,,,,1,,,,,
SA_TN_001Cherokee North MO,2,,0,1,2,,,,1,,,,,
SA_TX_001LBJ,2,0,0,0,2,,,0,0,,,,,2
SA_TX_002Balcones,2,0,0,0,2,0,0,0,0,0,0,0,0,1
SA_TX_003FS_WILD,2,0,0,0,2,0,0,0,0,0,0,0,0,0
SA_TX_003DCNF,2,0,0,1,2,0,0,0,0,0,0,0,0,0
SA_TX_003BITH 2,2,0,0,1,2,0,0,0,0,0,0,0,0,0
SA_TX_003TXACA-ENG Only,2,0,0,0,2,0,0,0,0,0,0,0,0,0
SA_TX_003BITH,2,0,0,1,2,0,0,0,0,0,0,0,0,0
SA_TX_004San 3,2,,,,2,,,,,,,,,
SA_TX_004SanTHT,2,,,,2,,,,,,,,,
SA_TX_004BrazoTHT,2,,,,2,,,,,,,,,
SA_TX_004BBGTHT,2,,,,2,,,,,,,,,
SA_TX_004SWLA,2,,,,1,,1,,,,,,,
SA_TX_004Brazoria 04,2,,,,2,,,,,,,,,1
SA_TX_004Brazoria05,2,,,,2,,,,,,,,,
SA_TX_004BBG 001,2,,,,2,,,,,,,,,
SA_TX_004San 2,2,,,,2,,,,,,,,,
SA_TX_004AHR-MCR 5,2,,,,3,2,1,,,,,,,1
SA_TX_005Matagorda,2,,,0,1,,,,,,,,0,
SA_TX_005Padre Island,2,,,0,1,,,,,,,,0,
SA_TX_005Santa Ana Staffing,2,,,0,1,,,,,,,,,1
SA_TX_005Falcon Staffing,2,,,0,2,,,,,,,,,1
SA_TX_005Palmview Staffing,2,,,0,1,,,,,,,,,1
SA_TX_005Aransas,2,,,0,2,,,,,,,,0,
SA_TX_005Laguna Staffing,2,,,0,1,,,,,,,,,1
SA_VA_001Shen,2,,1,,2,,,,1,,,,,
SA_VA_001MTTS,2,,1,,2,,,,1,,,,,
SA_VA_001NCR,2,,1,,2,,,,1,,,,,
SA_VA_001BLRI,2,,1,,2,,,,1,,,,,
SA_VA_001FS Wilderness,2,,2,,2,,,,1,,,,,
SA_VA_001FS,2,,0,1,2,,,,1,,,,,
SA_VA_001Unassigned,2,,0,1,2,,,,1,,,,,
SA_VA_001FS: 4,2,,0,0,2,,,,1,,,,,
SA_VA_001SHEN: 4,2,,1,,2,,,,1,,,,,
CA_CA_006.enf_urban1,2,0,2,1,5,,,1,1,0,,,,1
CA_CA_006.blm_wui,2,0,2,1,5,,,1,1,0,,,,1
CA_CA_006.tmu_wui,2,0,1,,3,,,1,1,0,,,,1
CA_CA_006.tnf_wilderness,2,,1,,1,,,1,1,,,,,
CA_CA_006.enf_wild,2,,1,,0,,,1,1,,,,,
CA_CA_006.tnf_supp,2,1,1,0,3,,,1,1,0,,,,1
CA_CA_006.tmu_wilderness,2,,1,,0,,,1,1,,,,,
AK_AK_001Alaska Standard,2,2,1,0,3,0,0,2,1,1,1,8,0,1
AK_AK_001Alaska Aerial Only,2,2,0,0,0,0,0,2,1,1,1,8,0,0
AK_AK_001Alaska Southeast,2,0,2,0,2,0,0,3,1,0,0,0,0,1
SW_AZ_002FM 1 Normal,2,,1,,3,,,2,1,1,,,,1
SW_AZ_003WMAT_East,2,0,1,1,2,0,0,1,1,0,,,,1
SW_AZ_003Clifton_RD,2,0,2,1,2,0,0,1,1,0,,,,0
SW_AZ_003Springerville_RD,2,1,1,2,3,0,0,1,1,0,,,,1
SW_AZ_003Black Mesa_RD,2,0,1,2,4,0,0,1,1,0,,,,1
SW_AZ_003Alpine_RD,2,0,1,2,3,0,0,1,1,0,,,,1
SW_AZ_003WMAT_West,2,0,0,0,2,0,0,1,1,1,,,,0
SW_AZ_003Lakeside_RD,2,0,1,2,3,0,0,1,1,0,,,,1
SW_AZ_004RIPARIAN BP ADJ,2,0,1,1,5,,1,0,0,0,,,,1
SW_AZ_004UPLAND,2,0,0,0,3,,,0,0,0,,,,1
SW_AZ_004WILDERNESS,2,0,1,0,2,,,0,1,1,,,,0
SW_AZ_005Timber,2,,,1,2,,,2,1,,,,,1
SW_AZ_005Grass-Brush-PJ,2,1,1,1,3,,,1,1,1,,,,1
SW_AZ_005Mojave Desert,2,1,1,1,4,,,1,1,1,,,,1
SW_AZ_005Wilderness and Park,2,,,,3,,,2,1,,,,,1
SW_AZ_006desert,2,1,1,0,4,0,0,2,1,0,0,0,0,1
SW_AZ_006timber,2,0,2,0,7,0,0,1,1,0,0,0,0,0
SW_AZ_006wilderness,2,1,2,0,7,0,0,2,1,0,0,0,0,0
SW_AZ_006brush,2,1,2,0,7,0,0,1,1,1,0,0,0,0
SW_AZ_006riparian,2,0,1,0,2,0,0,0,0,0,0,0,0,0
SW_NM_001Wilderness,2,0,1,0,2,,,2,2,,,,,
SW_NM_001Farm-Jia Dispatch,2,,1,0,2,,,1,1,1,,,,2
SW_NM_001Rattlesnake,2,,2,1,3,,,1,1,1,,,,2
SW_NM_001East Carson_WUI,2,1,2,1,6,0,0,2,2,1,0,0,0,2
SW_NM_002Non WUI,2,,1,0,5,,,1,1,,,,,1
SW_NM_002Smokey Bear WUI,2,,1,1,6,,,1,1,,,,,1
SW_NM_002WUI,2,,2,2,6,,,1,1,,,,,1
SW_NM_003LCDO fils,2,,,,3,,,,,,,,,1
SW_NM_004Wilderness,2,1,3,,0,,,5,1,,1,6,,
SW_NM_004BLM Brush/Grass,2,,1,,3,,,2,1,0,0,0,,1
SW_NM_004Timber,2,1,2,,2,,,8,1,,1,5,,1
SW_NM_004WUI,2,1,1,1,2,,,2,2,,1,2,,2
SW_NM_004PJ/Grass,2,1,2,1,3,,,1,2,,1,2,,1
SW_NM_005Pondo,2,,1,,2,,,0,0,,,,,
SW_NM_005PondoWUI,2,1,2,1,3,,,2,1,1,,,,2
SW_NM_005ABQ,2,0,1,0,3,,,0,0,,,,,
SW_NM_005BLM EAST,2,,1,0,2,,,,1,,,,,1
SW_NM_005Socorro,2,,1,1,2,,,,,,,,,
SW_NM_005BLM NPS,2,,1,0,3,,,,0,,,,,0
SW_NM_005Bia North,2,0,1,0,3,,,,,,,,,
SW_NM_007NAA-Grass,2,0,2,1,3,,,1,1,,,,,1
SW_NM_007TCA-GRASS,2,0,1,1,3,,,1,1,0,0,0,0,1
SW_NM_007KNF WUI-D1,2,0,0,0,2,,,0,0,,,,,1
SW_NM_007TCA-Canyon,2,0,1,0,2,,,1,1,0,0,0,0,0
SW_NM_007cof wilderness,2,0,1,0,2,,,0,0,0,0,0,0,0
SW_NM_007cof nonwui,2,0,1,0,3,,,0,0,0,0,0,0,1
SW_NM_007TCA-WUI,2,0,1,1,3,,,1,1,0,0,0,0,1
SW_NM_007cof wui,2,0,1,0,3,,,0,0,0,0,0,0,1
SW_NM_007NAA-TimberPJ,2,0,2,0,3,,,1,1,,,,,1
SW_NM_007TCA-FOR,2,0,1,1,3,,,1,1,1,0,0,0,1
SW_NM_007HOA-All FWA's,2,0,1,0,3,,,0,0,0,0,0,0,1
SW_NM_007KNF Non WUI-D4,2,0,0,0,3,,,0,0,,,,,
SW_NM_007KNF Non WUI-D1,2,0,0,0,3,,,0,0,,,,,1
SW_NM_007KNF Wilderness,2,0,0,0,2,,,0,0,,,,,
SW_NM_007GCP-Backcountry,2,0,0,0,3,0,0,2,1,0,0,0,0,1
SW_NM_007PNF WUI,2,0,1,0,3,0,0,0,0,0,0,0,0,1
SW_NM_007PNF Non-WUI,2,0,1,0,3,0,0,1,1,0,0,0,0,1
SW_NM_007PNF Wilderness,2,0,1,0,2,0,0,1,1,0,0,0,0,0
SW_NM_007GCP-WUI,2,0,0,0,2,0,0,1,1,0,0,0,0,1
SW_TX_002fws interest,2,0,,0,3,,,,,,,,0,1
SW_TX_002SW_TX_002_DispLog_1,2,,,,5,,,,,,,,,1
SW_TX_002BLM_Sabinoso,2,,1,,,,,,,,,,,
SW_TX_004WFU,2,,2,,3,,,,,,,,,1
SW_TX_004AMR,2,,2,,3,,,,,,,,,1
SW_TX_004Non_BIBE,2,,2,,3,,1,,,,,,,1
CA_CA_013Handcrew,2,,2,,2,,,,1,,,,,0
CA_CA_013Engine,2,,1,,2,,,,1,,,,,1
NR_MT_010Lolo Limited Acc.,2,0,1,,2,,,2,1,,1,0,,
NR_MT_010Lolo Developed,2,0,3,,4,,,2,1,,1,0,,
NR_MT_010Lolo WUI,2,1,2,,5,,,2,1,,0,0,,
