dispatch_location_name,fwa_name,distance,,
Missoula airport,NR_MT_006elliston                      ELLISTON,80.97614234,,
Missoula SJ,NR_MT_006elliston                      ELLISTON,76.59147656,,
SEELEY RS,NR_MT_006elliston                      ELLISTON,53.95868985,,
"Shenango, HB",NR_MT_006elliston                      ELLISTON,54.53386661,,
TOWNSEND RD,NR_MT_006elliston                      ELLISTON,47.03699132,,
Whitehall,NR_MT_006elliston                      ELLISTON,9.677963948,,
Anaconda,NR_MT_006gates                         GATES,62.78957661,,
BIL Tanker Base,NR_MT_006gates                         GATES,158.10152,,
Bozeman RD,NR_MT_006gates                         GATES,35.36875999,,
Choteau,NR_MT_006gates                         GATES,16.91838044,,
CLO MT AVE,NR_MT_006gates                         GATES,8.969834382,,
Dillon,NR_MT_006gates                         GATES,39.84854428,,
Dillon DNRC,NR_MT_006gates                         GATES,39.84854233,,
Garrison,NR_MT_006gates                         GATES,43.31238499,,
HELENA AP,NR_MT_006gates                         GATES,7.382990156,,
HELENA RD,NR_MT_006gates                         GATES,8.199603939,,
LINCOLN RD,NR_MT_006gates                         GATES,38.37546728,,
Missoula airport,NR_MT_006gates                         GATES,106.5800541,,
Missoula SJ,NR_MT_006gates                         GATES,102.2161148,,
SEELEY RS,NR_MT_006gates                         GATES,79.41761692,,
"Shenango, HB",NR_MT_006gates                         GATES,28.23932472,,
TOWNSEND RD,NR_MT_006gates                         GATES,21.14617491,,
Whitehall,NR_MT_006gates                         GATES,16.14190019,,
Anaconda,NR_MT_006helena                        HELENA,57.2432116,,
BIL Tanker Base,NR_MT_006helena                        HELENA,163.6825792,,
Bozeman RD,NR_MT_006helena                        HELENA,40.96435968,,
Choteau,NR_MT_006helena                        HELENA,11.541987,,
CLO MT AVE,NR_MT_006helena                        HELENA,3.480495241,,
Dillon,NR_MT_006helena                        HELENA,34.20781659,,
Dillon DNRC,NR_MT_006helena                        HELENA,34.20781492,,
Garrison,NR_MT_006helena                        HELENA,37.80378992,,
HELENA AP,NR_MT_006helena                        HELENA,1.881623219,,
HELENA RD,NR_MT_006helena                        HELENA,2.698096143,,
LINCOLN RD,NR_MT_006helena                        HELENA,32.9086071,,
Missoula airport,NR_MT_006helena                        HELENA,101.1106572,,
Missoula SJ,NR_MT_006helena                        HELENA,96.74228576,,
SEELEY RS,NR_MT_006helena                        HELENA,73.97916493,,
"Shenango, HB",NR_MT_006helena                        HELENA,33.85638788,,
TOWNSEND RD,NR_MT_006helena                        HELENA,26.67698838,,
Whitehall,NR_MT_006helena                        HELENA,10.62628038,,
Anaconda,NR_MT_006lincoln                       LINCOLN,25.15233092,,
BIL Tanker Base,NR_MT_006lincoln                       LINCOLN,195.9719002,,
Bozeman RD,NR_MT_006lincoln                       LINCOLN,73.33908322,,
Choteau,NR_MT_006lincoln                       LINCOLN,19.5649914,,
CLO MT AVE,NR_MT_006lincoln                       LINCOLN,28.27987969,,
Dillon,NR_MT_006lincoln                       LINCOLN,1.571219882,,
Dillon DNRC,NR_MT_006lincoln                       LINCOLN,1.571219805,,
Garrison,NR_MT_006lincoln                       LINCOLN,5.93163921,,
HELENA AP,NR_MT_006lincoln                       LINCOLN,29.94832562,,
HELENA RD,NR_MT_006lincoln                       LINCOLN,29.13267636,,
LINCOLN RD,NR_MT_006lincoln                       LINCOLN,1.277975463,,
Missoula airport,NR_MT_006lincoln                       LINCOLN,69.46461601,,
Missoula SJ,NR_MT_006lincoln                       LINCOLN,65.07064942,,
SEELEY RS,NR_MT_006lincoln                       LINCOLN,42.5124502,,
"Shenango, HB",NR_MT_006lincoln                       LINCOLN,66.35537173,,
TOWNSEND RD,NR_MT_006lincoln                       LINCOLN,58.67700961,,
Whitehall,NR_MT_006lincoln                       LINCOLN,21.28622595,,
Anaconda,NR_MT_006marysville                    MARYSVILLE,35.83804999,,
BIL Tanker Base,NR_MT_006marysville                    MARYSVILLE,185.2205388,,
Bozeman RD,NR_MT_006marysville                    MARYSVILLE,62.55904321,,
Choteau,NR_MT_006marysville                    MARYSVILLE,9.206982913,,
CLO MT AVE,NR_MT_006marysville                    MARYSVILLE,17.70431944,,
Dillon,NR_MT_006marysville                    MARYSVILLE,12.4386045,,
Dillon DNRC,NR_MT_006marysville                    MARYSVILLE,12.43860389,,
Garrison,NR_MT_006marysville                    MARYSVILLE,16.54448762,,
HELENA AP,NR_MT_006marysville                    MARYSVILLE,19.34960179,,
HELENA RD,NR_MT_006marysville                    MARYSVILLE,18.53367663,,
LINCOLN RD,NR_MT_006marysville                    MARYSVILLE,11.81039356,,
Missoula airport,NR_MT_006marysville                    MARYSVILLE,80.00230386,,
Missoula SJ,NR_MT_006marysville                    MARYSVILLE,75.61685083,,
SEELEY RS,NR_MT_006marysville                    MARYSVILLE,52.99037198,,
"Shenango, HB",NR_MT_006marysville                    MARYSVILLE,55.53394096,,
TOWNSEND RD,NR_MT_006marysville                    MARYSVILLE,48.02171181,,
Whitehall,NR_MT_006marysville                    MARYSVILLE,10.65999451,,
Anaconda,NR_MT_006scapegoat                     SCAPEGOAT,19.59389888,,
BIL Tanker Base,NR_MT_006scapegoat                     SCAPEGOAT,201.5643061,,
Bozeman RD,NR_MT_006scapegoat                     SCAPEGOAT,78.94650217,,
Choteau,NR_MT_006scapegoat                     SCAPEGOAT,24.95292176,,
CLO MT AVE,NR_MT_006scapegoat                     SCAPEGOAT,33.78096796,,
Dillon,NR_MT_006scapegoat                     SCAPEGOAT,4.081690951,,
Dillon DNRC,NR_MT_006scapegoat                     SCAPEGOAT,4.081690751,,
Garrison,NR_MT_006scapegoat                     SCAPEGOAT,0.411127428,,
HELENA AP,NR_MT_006scapegoat                     SCAPEGOAT,35.46146168,,
HELENA RD,NR_MT_006scapegoat                     SCAPEGOAT,34.6459566,,
LINCOLN RD,NR_MT_006scapegoat                     SCAPEGOAT,4.200695059,,
Missoula airport,NR_MT_006scapegoat                     SCAPEGOAT,63.98314956,,
Missoula SJ,NR_MT_006scapegoat                     SCAPEGOAT,59.58475806,,
SEELEY RS,NR_MT_006scapegoat                     SCAPEGOAT,37.06209368,,
"Shenango, HB",NR_MT_006scapegoat                     SCAPEGOAT,71.98432672,,
TOWNSEND RD,NR_MT_006scapegoat                     SCAPEGOAT,64.21955147,,
Whitehall,NR_MT_006scapegoat                     SCAPEGOAT,26.81367767,,
Anaconda,NR_MT_006sieben                        SIEBEN,52.94576255,,
BIL Tanker Base,NR_MT_006sieben                        SIEBEN,168.0068295,,
Bozeman RD,NR_MT_006sieben                        SIEBEN,45.2999209,,
Choteau,NR_MT_006sieben                        SIEBEN,7.376251644,,
CLO MT AVE,NR_MT_006sieben                        SIEBEN,0.772749402,,
Dillon,NR_MT_006sieben                        SIEBEN,29.83726241,,
Dillon DNRC,NR_MT_006sieben                        SIEBEN,29.83726095,,
Garrison,NR_MT_006sieben                        SIEBEN,33.53561268,,
HELENA AP,NR_MT_006sieben                        SIEBEN,2.380940185,,
HELENA RD,NR_MT_006sieben                        SIEBEN,1.564576706,,
LINCOLN RD,NR_MT_006sieben                        SIEBEN,28.67276848,,
Missoula airport,NR_MT_006sieben                        SIEBEN,96.87282738,,
Missoula SJ,NR_MT_006sieben                        SIEBEN,92.50102359,,
SEELEY RS,NR_MT_006sieben                        SIEBEN,69.7653218,,
"Shenango, HB",NR_MT_006sieben                        SIEBEN,38.20858206,,
TOWNSEND RD,NR_MT_006sieben                        SIEBEN,30.96235697,,
Whitehall,NR_MT_006sieben                        SIEBEN,6.352670336,,
Anaconda,NR_MT_006south elkhorns                SOUTH ELKHORNS,63.32459632,,
BIL Tanker Base,NR_MT_006south elkhorns                SOUTH ELKHORNS,157.5631474,,
Bozeman RD,NR_MT_006south elkhorns                SOUTH ELKHORNS,34.82898818,,
Choteau,NR_MT_006south elkhorns                SOUTH ELKHORNS,17.43700538,,
CLO MT AVE,NR_MT_006south elkhorns                SOUTH ELKHORNS,9.499354696,,
Dillon,NR_MT_006south elkhorns                SOUTH ELKHORNS,40.39266722,,
Dillon DNRC,NR_MT_006south elkhorns                SOUTH ELKHORNS,40.39266524,,
Garrison,NR_MT_006south elkhorns                SOUTH ELKHORNS,43.84376182,,
HELENA AP,NR_MT_006south elkhorns                SOUTH ELKHORNS,7.913670759,,
HELENA RD,NR_MT_006south elkhorns                SOUTH ELKHORNS,8.730298106,,
LINCOLN RD,NR_MT_006south elkhorns                SOUTH ELKHORNS,38.90281834,,
Missoula airport,NR_MT_006south elkhorns                SOUTH ELKHORNS,107.1076479,,
Missoula SJ,NR_MT_006south elkhorns                SOUTH ELKHORNS,102.7441363,,
SEELEY RS,NR_MT_006south elkhorns                SOUTH ELKHORNS,79.94222642,,
"Shenango, HB",NR_MT_006south elkhorns                SOUTH ELKHORNS,27.69748268,,
TOWNSEND RD,NR_MT_006south elkhorns                SOUTH ELKHORNS,20.61265298,,
Whitehall,NR_MT_006south elkhorns                SOUTH ELKHORNS,16.67395543,,
Anaconda,NR_MT_006springdale                    SPRINGDALE,92.01619265,,
BIL Tanker Base,NR_MT_006springdale                    SPRINGDALE,128.6901473,,
Bozeman RD,NR_MT_006springdale                    SPRINGDALE,5.881835125,,
Choteau,NR_MT_006springdale                    SPRINGDALE,45.2497053,,
CLO MT AVE,NR_MT_006springdale                    SPRINGDALE,37.89641815,,
Dillon,NR_MT_006springdale                    SPRINGDALE,69.57263023,,
Dillon DNRC,NR_MT_006springdale                    SPRINGDALE,69.57262682,,
Garrison,NR_MT_006springdale                    SPRINGDALE,72.34013436,,
HELENA AP,NR_MT_006springdale                    SPRINGDALE,36.37297047,,
HELENA RD,NR_MT_006springdale                    SPRINGDALE,37.19031923,,
LINCOLN RD,NR_MT_006springdale                    SPRINGDALE,67.18332864,,
Missoula airport,NR_MT_006springdale                    SPRINGDALE,135.4006668,,
Missoula SJ,NR_MT_006springdale                    SPRINGDALE,131.0601239,,
SEELEY RS,NR_MT_006springdale                    SPRINGDALE,108.0753998,,
"Shenango, HB",NR_MT_006springdale                    SPRINGDALE,1.360641122,,
TOWNSEND RD,NR_MT_006springdale                    SPRINGDALE,7.999231198,,
Whitehall,NR_MT_006springdale                    SPRINGDALE,45.20691022,,
Anaconda,NR_MT_006townsend                      TOWNSEND,78.4026171,,
BIL Tanker Base,NR_MT_006townsend                      TOWNSEND,142.3901863,,
Bozeman RD,NR_MT_006townsend                      TOWNSEND,19.6168423,,
Choteau,NR_MT_006townsend                      TOWNSEND,32.05307298,,
CLO MT AVE,NR_MT_006townsend                      TOWNSEND,24.42249854,,
Dillon,NR_MT_006townsend                      TOWNSEND,55.72728882,,
Dillon DNRC,NR_MT_006townsend                      TOWNSEND,55.72728609,,
Garrison,NR_MT_006townsend                      TOWNSEND,58.81915588,,
HELENA AP,NR_MT_006townsend                      TOWNSEND,22.86951775,,
HELENA RD,NR_MT_006townsend                      TOWNSEND,23.68652568,,
LINCOLN RD,NR_MT_006townsend                      TOWNSEND,53.76476561,,
Missoula airport,NR_MT_006townsend                      TOWNSEND,121.9762931,,
Missoula SJ,NR_MT_006townsend                      TOWNSEND,117.6248437,,
SEELEY RS,NR_MT_006townsend                      TOWNSEND,94.72682225,,
"Shenango, HB",NR_MT_006townsend                      TOWNSEND,12.42700719,,
TOWNSEND RD,NR_MT_006townsend                      TOWNSEND,5.576671768,,
Whitehall,NR_MT_006townsend                      TOWNSEND,31.66852495,,
Big Sandy VFD,NR_MT_007Big Open                      Big Open,10.7228148,,
Blaine Co. Eq.,NR_MT_007Big Open                      Big Open,50.94697505,,
Box Elder VFD,NR_MT_007Big Open                      Big Open,15.2316656,,
Chinook VFD,NR_MT_007Big Open                      Big Open,50.94514968,,
Fort Benton VFD,NR_MT_007Big Open                      Big Open,15.18430258,,
Geraldine VFD,NR_MT_007Big Open                      Big Open,13.20099562,,
Havre VFD,NR_MT_007Big Open                      Big Open,30.19766875,,
Hingham VFD,NR_MT_007Big Open                      Big Open,3.513797536,,
Iverness VFD,NR_MT_007Big Open                      Big Open,15.47408438,,
Lewistown BLM,NR_MT_007Big Open                      Big Open,43.10026269,,
Loma VFD,NR_MT_007Big Open                      Big Open,7.319379789,,
Lewistown BLM,NR_MT_007Big Open                      Big Open DPA,5.398403512,,
Zortman BLM,NR_MT_007Big Open                      Big Open DPA,36.43026646,,
BIL Tanker Base,NR_MT_007Breaks  Breaks,8.671189295,,
Lewistown BLM,NR_MT_007Breaks  Breaks,50.1886023,,
Sand Creek CMR,NR_MT_007Breaks  Breaks,17.04087114,,
Zortman BLM,NR_MT_007Breaks  Breaks,7.643943109,,
Fort Belkanp VFD,NR_MT_007Fort Belknap 1                Fort Belknap 1,10.65221336,,
Fort Belknap,NR_MT_007Fort Belknap 1                Fort Belknap 1,10.65221336,,
Hays,NR_MT_007Fort Belknap 1                Fort Belknap 1,7.24180553,,
Sand Creek CMR,NR_MT_007Fort Belknap 1                Fort Belknap 1,8.828502263,,
Zortman BLM,NR_MT_007Fort Belknap 1                Fort Belknap 1,0.516993307,,
Fort Belkanp VFD,NR_MT_007Fort Belknap 2                Fort Belknap 2,6.700243409,,
Fort Belknap,NR_MT_007Fort Belknap 2                Fort Belknap 2,6.700243409,,
Hays,NR_MT_007Fort Belknap 2                Fort Belknap 2,3.251335656,,
Sand Creek CMR,NR_MT_007Fort Belknap 2                Fort Belknap 2,4.806473553,,
Zortman BLM,NR_MT_007Fort Belknap 2                Fort Belknap 2,4.513828464,,
BIL Tanker Base,NR_MT_007Island Ranges                 Island Ranges,56.61415798,,
Denton VFD,NR_MT_007Island Ranges                 Island Ranges,10.74569999,,
Grass Range VFD,NR_MT_007Island Ranges                 Island Ranges,42.9827688,,
Heath VFD,NR_MT_007Island Ranges                 Island Ranges,21.20509358,,
Hilger VFD,NR_MT_007Island Ranges                 Island Ranges,16.7560464,,
Lewistown BLM,NR_MT_007Island Ranges                 Island Ranges,13.60629452,,
Moore VFD,NR_MT_007Island Ranges                 Island Ranges,0.982712296,,
Roy VFD,NR_MT_007Island Ranges                 Island Ranges,35.43758215,,
Zortman BLM,NR_MT_007Island Ranges                 Island Ranges,55.13069072,,
Lewistown BLM,NR_MT_007Little Rockies                Little Rockies,38.06044812,,
Sand Creek CMR,NR_MT_007Little Rockies                Little Rockies,5.031218339,,
Zortman BLM,NR_MT_007Little Rockies                Little Rockies,4.290491531,,
BIL Tanker Base,NR_MT_007Monument                      Monument,34.33564735,,
Fort Benton VFD,NR_MT_007Monument                      Monument,65.71350366,,
Lewistown BLM,NR_MT_007Monument                      Monument,8.163945799,,
Roy VFD,NR_MT_007Monument                      Monument,13.77773208,,
Sand Creek CMR,NR_MT_007Monument                      Monument,24.57279303,,
Winifred VFD,NR_MT_007Monument                      Monument,5.656828904,,
Zortman BLM,NR_MT_007Monument                      Monument,33.7089779,,
Lewistown BLM,NR_MT_007Prairie Forest                Prairie Forest,24.04710615,,
Zortman BLM,NR_MT_007Prairie Forest                Prairie Forest,18.0798607,,
Chinook VFD,NR_MT_007Prairie Potholes - Havre      Prairie Potholes Hav,1.42031596,,
Havre VFD,NR_MT_007Prairie Potholes - Havre      Prairie Potholes Hav,19.36922366,,
Hogeland VFD,NR_MT_007Prairie Potholes - Havre      Prairie Potholes Hav,27.29074159,,
Turner VFD,NR_MT_007Prairie Potholes - Havre      Prairie Potholes Hav,38.72460404,,
Dodson VFD,NR_MT_007Prairie Potholes - Malta      Prairie Potholes Mal,46.74490692,,
Hinsdale VFD,NR_MT_007Prairie Potholes - Malta      Prairie Potholes Mal,6.324982589,,
Malta VFD,NR_MT_007Prairie Potholes - Malta      Prairie Potholes Mal,29.85212301,,
NR_MT_007Loring VFD,NR_MT_007Prairie Potholes - Malta      Prairie Potholes Mal,29.05789902,,
Opheim VFD,NR_MT_007Prairie Potholes - Malta      Prairie Potholes Mal,53.30866381,,
Saco VFD,NR_MT_007Prairie Potholes - Malta      Prairie Potholes Mal,5.465526998,,
Valley Co. Long Run VFD (Glasg,NR_MT_007Prairie Potholes - Malta      Prairie Potholes Mal,27.67233894,,
Whitewater VFD,NR_MT_007Prairie Potholes - Malta      Prairie Potholes Mal,18.39584153,,
Big Sandy VFD,NR_MT_007Rocky Boy 1                   Rocky Boy 1,9.574486119,,
Box Elder VFD,NR_MT_007Rocky Boy 1                   Rocky Boy 1,5.010593643,,
Havre VFD,NR_MT_007Rocky Boy 1                   Rocky Boy 1,10.04820104,,
Rocky Boy VFD/Cont. Engines,NR_MT_007Rocky Boy 1                   Rocky Boy 1,4.675103851,,
ROCKYBOY,NR_MT_007Rocky Boy 1                   Rocky Boy 1,4.674177185,,
Big Sandy VFD,NR_MT_007Rocky Boy 2                   Rocky Boy 2,17.47429008,,
Box Elder VFD,NR_MT_007Rocky Boy 2                   Rocky Boy 2,12.88898522,,
Havre VFD,NR_MT_007Rocky Boy 2                   Rocky Boy 2,2.205890577,,
Rocky Boy VFD/Cont. Engines,NR_MT_007Rocky Boy 2                   Rocky Boy 2,3.249234544,,
ROCKYBOY,NR_MT_007Rocky Boy 2                   Rocky Boy 2,3.250155049,,
BIL Tanker Base,NR_MT_007Snowies 1                     Snowies 1,25.38078688,,
Judith RD,NR_MT_007Snowies 1                     Snowies 1,54.14689586,,
Lewistown BLM,NR_MT_007Snowies 1                     Snowies 1,16.91440762,,
BIL Tanker Base,NR_MT_007Snowies 3                     Snowies 3,40.56750276,,
Heath VFD,NR_MT_007Snowies 3                     Snowies 3,5.504878716,,
Judith RD,NR_MT_007Snowies 3                     Snowies 3,39.33328762,,
Lewistown BLM,NR_MT_007Snowies 3                     Snowies 3,2.07430153,,
Moore VFD,NR_MT_007Snowies 3                     Snowies 3,14.72347671,,
Musselshell RD,NR_MT_007Snowies 3                     Snowies 3,21.83360742,,
Lewistown BLM,NR_MT_007Sun Prairie                   Breaks MaFO,57.49532187,,
Zortman BLM,NR_MT_007Sun Prairie                   Breaks MaFO,14.83400908,,
Fort Peck CMR,NR_MT_007Sun Prairie                   Fort Peck,10.96428532,,
Jordan CMR,NR_MT_007Sun Prairie                   Fort Peck,10.71638628,,
Jordan VFD,NR_MT_007Sun Prairie                   Fort Peck,10.58158984,,
Lewistown BLM,NR_MT_007Sun Prairie                   Fort Peck,128.9977508,,
Sand Creek CMR,NR_MT_007Sun Prairie                   Fort Peck,95.082113,,
Valley Co. Long Run VFD (Glasg,NR_MT_007Sun Prairie                   Fort Peck,2.858141427,,
Zortman BLM,NR_MT_007Sun Prairie                   Fort Peck,85.19700644,,
Fort Peck CMR,NR_MT_007Sun Prairie                   Jordan,24.38509824,,
Jordan BLM,NR_MT_007Sun Prairie                   Jordan,3.019723589,,
Jordan CMR,NR_MT_007Sun Prairie                   Jordan,2.888007025,,
Jordan VFD,NR_MT_007Sun Prairie                   Jordan,3.019723589,,
Lewistown BLM,NR_MT_007Sun Prairie                   Jordan,115.3315282,,
Sand Creek CMR,NR_MT_007Sun Prairie                   Jordan,81.54879252,,
Fort Peck CMR,NR_MT_007Sun Prairie                   Sand Creek,78.96152687,,
Jordan CMR,NR_MT_007Sun Prairie                   Sand Creek,58.21178874,,
Lewistown BLM,NR_MT_007Sun Prairie                   Sand Creek,59.75210094,,
Sand Creek CMR,NR_MT_007Sun Prairie                   Sand Creek,26.51098912,,
Winnett VFD,NR_MT_007Sun Prairie                   Sand Creek,9.130557652,,
Zortman BLM,NR_MT_007Sun Prairie                   Sand Creek,17.05476637,,
Dodson VFD,NR_MT_007Sun Prairie                   Sun Prairie,42.1591536,,
Hinsdale VFD,NR_MT_007Sun Prairie                   Sun Prairie,10.91099597,,
Malta VFD,NR_MT_007Sun Prairie                   Sun Prairie,25.26305552,,
Saco VFD,NR_MT_007Sun Prairie                   Sun Prairie,0.885231712,,
Valley Co. Long Run VFD (Glasg,NR_MT_007Sun Prairie                   Sun Prairie,32.27622217,,
BIL Tanker Base,NR_MT_007Sun Prairie                   Sun Prairie DPA,33.66999826,,
Lewistown BLM,NR_MT_007Sun Prairie                   Sun Prairie DPA,74.61586712,,
Miles City Air Base,NR_MT_007Sun Prairie                   Sun Prairie DPA,92.91481636,,
Sand Creek CMR,NR_MT_007Sun Prairie                   Sun Prairie DPA,41.22972931,,
Zortman BLM,NR_MT_007Sun Prairie                   Sun Prairie DPA,31.68137994,,
Hingham VFD,NR_MT_007Sweetgrass Hills              Sweetgrass Hills,17.36512934,,
Iverness VFD,NR_MT_007Sweetgrass Hills              Sweetgrass Hills,5.404156825,,
Ashland Ranger District,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,13.43207665,,
Baker Airport-3U6,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,82.60662383,,
Billings Interagency FC,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,121.1778989,,
Bridger Fire Station,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,142.0833703,,
Camp Crook Fire Station,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,96.53628562,,
Ekalaka,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,69.64144491,,
Fort Howes Fire Station,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,8.12447814,,
Jordan Airport-JDN,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,44.83998504,,
Jordan CMR,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,42.96106426,,
Jordan Fire Station,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,43.51325253,,
Medicine Lake NWR,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,70.30527998,,
Miles City Air Base,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,5.104329991,,
Miles City Interagency FC,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,6.749983142,,
Miles City Smoke Jumper Spike,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,5.104329991,,
Missoula SJ,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,377.2229559,,
Poplar,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,34.25269854,,
SDFO BLM Ground Base,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,104.9008976,,
Sioux Ranger District,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,96.5406773,,
West Yellowstone SJ,NR_MT_008FMU_Big Dry                   FWA_Big Dry Sage,250.5010264,,
Ashland Ranger District,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,35.4401859,,
Billings Interagency FC,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,143.1001227,,
Camp Crook Fire Station,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,74.50746568,,
Crow Agency/BIA,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,99.3324606,,
Crow Agency/BIA,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,92.71737958,,
Ekalaka,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,47.74823604,,
Fort Howes Fire Station,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,30.24677247,,
Jordan Airport-JDN,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,66.15585683,,
Jordan CMR,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,64.28449861,,
Jordan Fire Station,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,64.82757615,,
Lame Deer,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,54.67931681,,
Medicine Lake NWR,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,49.46128837,,
Miles City Air Base,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,16.57373819,,
Miles City Interagency FC,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,14.94346756,,
Miles City Smoke Jumper Spike,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,16.57373819,,
Missoula SJ,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,398.6938225,,
Poplar,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,13.29219125,,
SDFO BLM Ground Base,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,82.53443808,,
Sioux Ranger District,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,74.51183567,,
West Yellowstone SJ,NR_MT_008FMU_Big Dry                   FWA_Fort Peck,272.8609919,,
Ashland Ranger District,NR_MT_008FMU_Big Dry                   FWA_Jordan,15.9348322,,
Billings Interagency FC,NR_MT_008FMU_Big Dry                   FWA_Jordan,91.92422605,,
Camp Crook Fire Station,NR_MT_008FMU_Big Dry                   FWA_Jordan,125.9294492,,
Ekalaka,NR_MT_008FMU_Big Dry                   FWA_Jordan,98.85398153,,
Fort Howes Fire Station,NR_MT_008FMU_Big Dry                   FWA_Jordan,21.39472726,,
Jordan Airport-JDN,NR_MT_008FMU_Big Dry                   FWA_Jordan,16.39634351,,
Jordan CMR,NR_MT_008FMU_Big Dry                   FWA_Jordan,14.50735692,,
Jordan Fire Station,NR_MT_008FMU_Big Dry                   FWA_Jordan,15.07169442,,
Lame Deer,NR_MT_008FMU_Big Dry                   FWA_Jordan,3.334079102,,
Medicine Lake NWR,NR_MT_008FMU_Big Dry                   FWA_Jordan,98.1176937,,
Miles City Air Base,NR_MT_008FMU_Big Dry                   FWA_Jordan,34.03060946,,
Miles City Interagency FC,NR_MT_008FMU_Big Dry                   FWA_Jordan,35.6967673,,
Miles City Smoke Jumper Spike,NR_MT_008FMU_Big Dry                   FWA_Jordan,34.03060946,,
Missoula SJ,NR_MT_008FMU_Big Dry                   FWA_Jordan,348.5681268,,
Poplar,NR_MT_008FMU_Big Dry                   FWA_Jordan,62.22108867,,
SDFO BLM Ground Base,NR_MT_008FMU_Big Dry                   FWA_Jordan,134.7445289,,
Sioux Ranger District,NR_MT_008FMU_Big Dry                   FWA_Jordan,125.9338698,,
West Yellowstone SJ,NR_MT_008FMU_Big Dry                   FWA_Jordan,220.6617289,,
Ashland Ranger District,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,86.0289402,,
Baker Airport-3U6,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,10.99332195,,
Billings Interagency FC,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,193.4881213,,
Broadus Airport-00F,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,46.61896839,,
Camp Crook Fire Station,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,23.86774159,,
Colstrip-M46,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,106.6557421,,
Crow Agency/BIA,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,149.797601,,
Ekalaka,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,2.578956215,,
Ekalaka Airport-97M,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,2.272315769,,
Fort Howes Fire Station,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,81.09817411,,
Jordan CMR,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,113.2983819,,
Jordan Fire Station,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,113.8204973,,
Lame Deer,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,105.2379157,,
Medicine Lake NWR,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,1.545759406,,
Miles City Air Base,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,66.40438509,,
Miles City Interagency FC,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,64.80952642,,
Miles City Smoke Jumper Spike,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,66.40438509,,
Missoula SJ,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,448.0359099,,
SDFO BLM Ground Base,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,31.11840573,,
Sioux Ranger District,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,23.87206161,,
West Yellowstone SJ,NR_MT_008FMU_Powder River              FWA_PowderRiverSage,324.2515485,,
