changes,resource name,resource type,staffing,shift start time,shift end time,start day,end day,season start day,season end day,dipatch location,% avail,daily cost,hourly cost,water volume (gal),severity resource,full time employees (FTE),number of positions,annual costs,vehicle costs,fpu,fixed location,borrowable,agency,If HELI attached Helicopter,Question/Comments
yes,DFPA RoseburgT2,EN12,5,900,1800,1,7,1,365,DFPA_Roseburg,100,0,0,1000,n,0,3,0,0,NW_OR_011,0,1,STATE/LOCAL,,Positions are not ? staffing
yes,DFPA RoseburgWT,WT,1,900,1800,1,7,1,365,DFPA_Roseburg,100,0,0,0,n,0,3,0,0,NW_OR_011,0,1,STATE/LOCAL,,
,DFPA Tenmile,EN56,3,900,1800,1,7,1,365,DFPA_Tenmile,100,0,0,200,n,0,3,0,0,NW_OR_011,0,1,STATE/LOCAL,,
,DFPA Tiller,EN56,3,900,1800,1,7,1,365,DFPA_Tiller,100,0,0,200,n,0,3,0,0,NW_OR_011,0,1,STATE/LOCAL,,
,DFPA Tyee,EN56,3,900,1800,1,7,1,365,DFPA_Tyee,100,0,0,200,n,0,3,0,0,NW_OR_011,0,1,STATE/LOCAL,,
yes,DFPA Umpqua,EN56,3,900,1800,1,7,1,365,DFPA_Umpqua,100,0,0,200,n,1,2,70553,0,NW_OR_011,0,1,STATE/LOCAL,,Positions are not ? staffing
,DFPA West Fork,EN56,3,900,1800,1,7,1,365,DFPA_West Fork,100,0,0,200,n,0,3,0,0,NW_OR_011,0,1,STATE/LOCAL,,
yes,P17S,EN56,2,930,1800,7,4,152,334,Quinault Nation,100,0,0,200,n,0,0,0,0,NW_WA_001,0,1,BIA,,Positions are not ? staffing
yes,WA-QNT-E3-E,EN34,3,900,1730,1,7,152,273,Quinault Nation,5,0,0,500,n,1.2,4,0,0,NW_WA_001,0,1,BIA,,
yes,WA-QNT-T4-E,EN34,2,900,1730,1,7,152,273,Quinault Nation,5,0,0,500,n,3,5,172500,0,NW_WA_001,0,1,BIA,,% availability seems low considering the cost for this resource
yes,WA-QNT-T6-E,EN56,3,900,1730,1,7,152,273,Quinault Nation,100,0,0,200,n,3,5,172500,0,NW_WA_001,0,1,BIA,,
YES,WA-OLF-E3-391,EN34,4,930,1800,1,7,124,278,Quilcene,100,0,0,620,n,2.5,4,120200,1279,NW_WA_001,0,1,FS,,WA-OLF-E3-391 is identified as WA-OLF-E3-11 in source data
YES,WA-OLF-E6-691,EN56,3,930,1800,1,7,124,278,Hoodsport,100,0,0,300,n,1,2,32500,0,NW_WA_001,0,1,FS,,"WA-OLF-E6-691 (EN56) is identified as WA-OLF-E3-12 (EN34) in source data.  ""Positions"" are not equal/greater than ""staffing""."
YES,WA-OLP-E6-701,EN56,3,900,1730,4,1,124,278,Port Angeles,100,0,0,300,n,1,2,32500,0,NW_WA_001,0,1,NPS,,"WA-OLP-E6-701 (EN56) is identified as WA-OLP-E3-701 (EN34) in source data.  Need to update DL and associate.  ""Positions"" are not equal/greater than ""staffing""."
YES,WA-OLP-E6-501,EN56,3,900,1730,6,3,124,278,Lake Crescent,100,0,0,300,n,5,11,0,0,NW_WA_001,0,1,NPS,,WA-OLP-E6-501 is identified as WA-OLP-E5-501 in source data
yes,OR-LCKN-E1-2621,EN12,2,800,2000,1,7,1,365,"Astoria, OR",100,0,0,1000,n,0,2,0,0,NW_WA_001,0,1,STATE/LOCAL,,Need to update DL and associate
yes,OR-LCKN-E1-2622,EN12,2,800,2000,1,7,1,365,"Astoria, OR",100,0,0,1000,n,0,1,0,0,NW_WA_001,0,1,STATE/LOCAL,,"Need to update DL and associate.  ""Positions"" are not equal/greater than ""staffing""."
yes,OR-LCKN-E1-2623,EN12,2,800,2000,1,7,1,365,"Astoria, OR",100,0,0,1000,n,0,2,0,0,NW_WA_001,0,1,STATE/LOCAL,,Need to update DL and associate
YES,OR-LCKN-T1-2631,WT,1,800,2000,1,7,1,365,"Astoria, OR",100,0,0,0,n,0,1,0,0,NW_WA_001,0,1,STATE/LOCAL,,Need to update DL and associate
YES,OR-OWAN-E6-3571,EN34,2,800,2000,1,7,1,365,"Astoria, OR",100,0,0,500,n,0,3,0,0,NW_WA_001,0,1,STATE/LOCAL,,OR-OWAN-E6-3571 is identified as OR-OWAN-E4-3571 in source data.  Need to update DL and associate
YES,OR-OWAN-T2-3531,WT,1,800,2000,1,7,1,365,"Astoria, OR",100,0,0,0,n,0,2,0,0,NW_WA_001,0,1,STATE/LOCAL,,Need to update DL and associate
yes,WA-SJIN-E1-001,EN12,3,800,2200,1,7,1,365,"Friday Harbor, San Juan Island",100,0,0,1000,n,0,2,0,0,NW_WA_001,0,1,STATE/LOCAL,,"Need to update DL and associate.  ""Positions"" are not equal/greater than ""staffing""."
YES,WA-SJIN-E6-312,EN56,2,700,2000,1,7,1,365,"Friday Harbor, San Juan Island",100,0,0,300,n,0,1,0,0,NW_WA_001,0,1,STATE/LOCAL,,"Need to update DL and associate.  ""Positions"" are not equal/greater than ""staffing""."
YES,WA-SJIN-E6-352,EN56,2,800,1900,1,7,1,365,"Friday Harbor, San Juan Island",100,0,0,300,n,3.53,7,164754,0,NW_WA_001,0,1,STATE/LOCAL,,Need to update DL and associate
YES,WA-SJIN-T2-001,WT,1,800,2000,1,7,1,365,"Friday Harbor, San Juan Island",100,0,0,0,n,3.3,7,143949,0,NW_WA_001,0,1,STATE/LOCAL,,Need to update DL and associate
YES,WA-MSF-E321,EN34,3,930,1800,1,7,135,273,Snoqualmie RD-North Bend,100,0,0,600,n,3.11,7,138688,0,NW_WA_002,0,1,FS,,EN34 added to updated resource list; need to associate DL
YES,WA-MSF-E322,EN34,3,930,1800,1,7,135,273,Snoqualmie RD-North Bend,100,0,0,600,n,0,0,5426,0,NW_WA_002,0,1,FS,,EN34 added to updated resource list; need to associate DL. Positions ? staffing.
,DRD IA Squad 1,CRW,7,930,1800,3,7,122,289,Darrington RD Office,50,0,0,0,n,0,1,0,0,NW_WA_002,0,1,FS,,"""Change"" field would not allow for an entry of ""YES"""
,DRD IA Squad 2,CRW,7,930,1800,3,7,122,289,Darrington RD Office,50,0,0,0,n,1.6,5,200200,0,NW_WA_002,0,1,FS,,"""Change"" field would not allow for an entry of ""YES"""
,DRD IA Squad 3,CRW,7,930,1800,3,7,122,289,Darrington RD Office,50,0,0,0,n,0,0,150000,0,NW_WA_002,0,1,FS,,"""Change"" field would not allow for an entry of ""YES"""
YES,WA-MSF-E311,EN34,3,930,1800,1,7,135,273,Baker River WC,100,0,0,600,n,0,0,0,0,NW_WA_002,0,1,FS,,EN34 added to updated resource list; need to associate DL. Positions ? staffing.
YES,WA-MSF-E312,EN34,3,930,1800,1,7,135,273,Baker River WC,100,0,0,600,n,0,0,0,0,NW_WA_002,0,1,FS,,EN34 added to updated resource list; need to associate DL. Positions ? staffing.
,PT11,EN56,2,900,1800,1,7,122,289,Baker River WC,0,0,0,300,n,0,0,0,0,NW_WA_002,0,1,FS,,"""Change"" field would not allow for an entry of ""YES"""
,PT21 Current,EN56,2,900,1800,5,2,122,289,Snoqualmie RD-North Bend,0,0,0,300,n,1.91,5,96226,0,NW_WA_002,0,1,FS,, Cost high for a resource with 0% availability.
YES,OWF Hel3-N6816K,HEL3,1,930,1800,1,7,182,258,Pangborn Helibase,100,0,0,0,n,1.91,5,96226,0,NW_WA_003,0,1,FS,n/a,Contracted 77 days.  Date changed to Julian day
YES,OWF R-001,HELI,2,930,1800,1,7,121,304,Pangborn Helibase,100,0,0,0,n,1.91,5,96226,0,NW_WA_003,0,1,FS,OWF Hel3-N6816K,"HELI 184 days, attached HEL 77 days.  Date changed to Julian day"
YES,OWF R-002,HELI,2,930,1800,1,7,152,304,Pangborn Helibase,100,0,0,0,n,1.81,5,90956,0,NW_WA_003,0,1,FS,OWF Hel3-N6816K,"HELI 153 days, attached HEL 77 days.  Date changed to Julian day"
YES,OWF R-003,HELI,2,930,1800,1,7,121,273,Pangborn Helibase,100,0,0,0,n,1.81,5,90956,0,NW_WA_003,0,1,FS,OWF Hel3-N6816K,"HELI 153 days, attached HEL 77 days.  Date changed to Julian day"
YES,WA-OWF-C22,CRW,20,930,1800,1,5,152,280,Chelan RD (Ranch),100,0,0,0,n,1.81,5,90956,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-C33,CRW,20,930,1800,3,7,152,280,Cle Elum RD Office,100,0,0,0,n,1.91,5,90167,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-C43,CRW,20,930,1800,3,7,152,280,Methow RD (Win.),100,0,0,0,n,1.91,5,90167,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-C52,CRW,20,930,1800,3,7,135,288,Entiat RD Office,100,0,0,0,n,1.91,5,90167,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-C74,CRW,20,930,1800,2,6,152,280,Wen. River RD Office,100,0,0,0,n,1.92,5,88039,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-C85,CRW,20,930,1800,1,5,152,280,Naches RD Office,100,0,0,0,n,1.92,5,88039,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-C93,CRW,20,930,1800,6,3,152,280,Tonasket RD Office,100,0,0,0,n,1.92,5,88039,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-E21,EN56,5,930,1800,3,7,140,286,Chelan RD (Ranch),100,0,0,240,n,1.92,5,88679,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-E31,EN56,5,930,1800,5,2,141,287,Cle Elum RD Office,100,0,0,500,n,1.92,5,88679,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-E32,EN34,5,930,1800,1,5,141,287,Cle Elum RD Office,100,0,0,600,n,1.92,5,88679,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-E41,EN34,5,930,1800,1,5,141,287,Methow RD (Win.),100,0,0,600,n,1.91,5,90251,0,NW_WA_003,0,1,FS,,
YES,WA-OWF-E42,EN34,5,930,1800,3,7,141,287,Methow RD (Win.),100,0,0,500,n,1.91,5,90251,0,NW_WA_003,0,1,FS,,
YES,WA-OWF-E53,EN56,5,930,1800,5,2,141,287,Entiat RD Office,100,0,0,240,n,1.91,5,90251,0,NW_WA_003,0,1,FS,,EN34 added to updated resource list.  Need to associate DL.  Date changed to Julian day.
YES,WA-OWF-E51,EN56,5,930,1800,3,7,141,287,Entiat RD Office,100,0,0,300,n,1.92,5,97113,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-E72,EN56,4,930,1800,6,3,141,287,Wen. River RD Office,100,0,0,300,n,1.92,5,97113,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-E73,EN34,4,930,1800,4,1,141,287,Wen. River RD Office,100,0,0,600,n,1.92,5,97113,0,NW_WA_003,0,1,FS,,Date changed to Julian day; WA-OWF-E73 is shown as WA-OWF-E73b in source data.
YES,WA-OWF-E81,EN34,5,930,1800,6,3,141,287,Naches RD Office,100,0,0,600,n,1.91,5,97068,0,NW_WA_003,0,1,FS,,Date changed to Julian day 
YES,WA-OWF-E82,EN34,5,930,1800,3,7,141,287,Naches RD Office,100,0,0,600,n,1.91,5,97068,0,NW_WA_003,0,1,FS,,Date changed to Julian day 
YES,WA-OWF-E91,EN56,5,930,1800,1,5,141,287,Tonasket RD Office,100,0,0,300,n,1.91,5,97068,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,WA-OWF-E92,EN56,5,930,1800,3,7,141,287,Tonasket RD Office,100,0,0,300,n,1.77,4,129351,0,NW_WA_003,0,1,FS,,Date changed to Julian day
YES,NCP E1-Ste,EN56,3,700,1730,2,5,196,258,Stehekin,100,0,0,300,n,1.77,4,131358,0,NW_WA_003,0,1,NPS,,Date changed to Julian day
YES,NCP-H-001,HELI,2,800,1800,1,7,182,258,Stehekin,50,0,0,0,n,1.77,4,141704,0,NW_WA_003,0,1,NPS,N2773H,"No HEL matches this HELI dispatch location, therefore attached closest Federal HEL"
YES,NCP-H-003,HELI,2,800,1800,1,7,182,258,Marblemount,50,0,0,0,n,1.38,4,152330,0,NW_WA_003,0,1,NPS,WA-NCP-HEL8612F,"HELI 77 days, attached HEL 77 days.  Date changed to Julian day"
YES,NCP-H-004,HELI,2,700,1730,2,5,182,258,Marblemount,100,0,0,0,n,1.77,4,136319,0,NW_WA_003,0,1,NPS,WA-NCP-HEL8612F,"HELI 77 days, attached HEL 77 days.  Date changed to Julian day.  HELI will not be used by model if staffing number is zero. Changed staffing from zero to 2."
YES,WA-NCP-HEL8612F,HEL3,1,800,1700,1,7,182,258,Marblemount,100,0,0,0,n,1.77,4,129718,0,NW_WA_003,0,1,NPS,n/a,Contracted 77 days.  Date changed to Julian day
YES,WA-NCP-MMC1,CRW,5,700,1730,2,5,182,258,Marblemount,50,0,0,0,n,1.77,4,146196,0,NW_WA_003,0,1,NPS,,Date changed to Julian day
YES,WA-NCP-Ste-CR,CRW,0,800,1730,2,5,166,258,Stehekin,100,0,0,0,n,2.92,7,180196,0,NW_WA_003,0,1,NPS,,Crew will not be used by model if staffing number zero
YES,DNR E-121,EN56,2,800,1830,1,7,166,258,NE DNR-Oroville,100,0,0,240,n,1.77,4,124703,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-121 (SE),EN56,3,800,1700,1,7,166,258,SE DNR-Wenatchee,100,0,0,240,n,1.77,4,138984,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-122,EN56,3,800,1830,1,7,166,258,SE DNR-Wenatchee,100,0,0,240,n,2.92,7,172984,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-123,EN56,3,800,1830,1,7,166,258,NE DNR-Tonasket,100,0,0,240,n,2.5,6,136691,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-124,EN56,3,800,1830,1,7,166,258,NE DNR-Molson,100,0,0,240,n,2.5,6,139290,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-163,EN56,3,800,1830,1,7,166,258,SE DNR-Wenatchee,100,0,0,620,n,1.77,4,130113,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-164,EN56,3,800,1830,1,7,166,258,SE DNR-Wenatchee,100,0,0,620,n,1.38,4,133664,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-211,EN70,2,800,1830,1,7,166,258,NE DNR-Malott,100,0,0,150,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-222,EN56,3,800,1830,1,7,166,258,NE DNR-Brewster,100,0,0,240,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-223,EN56,3,800,1830,1,7,166,258,NE DNR-Conconully,100,0,0,240,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-224,EN56,3,800,1830,1,7,166,258,NE DNR-Omak/Oka,100,0,0,240,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-226,EN56,3,800,1830,1,7,166,258,NE DNR-Pateros,100,0,0,240,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-421,EN56,3,800,1830,1,7,166,258,SE DNR-Cle Elum,100,0,0,240,n,0.73,2,27344,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-422,EN56,3,800,1830,1,7,166,258,SE DNR-Ellensburg,100,0,0,240,n,0.73,2,27344,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-461,EN56,3,800,1830,1,7,166,258,SE DNR-Ellensburg,100,0,0,620,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-463,EN56,3,800,1830,1,7,166,258,SE DNR-Ellensburg,100,0,0,620,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-521,EN56,3,800,1830,1,7,166,258,SE DNR-Yakima,100,0,0,240,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-522,EN56,3,800,1830,1,7,166,258,SE DNR-Yakima,100,0,0,240,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
YES,DNR E-561,EN56,3,800,1830,1,7,166,258,SE DNR-Yakima,100,0,0,620,n,0,0,0,0,NW_WA_003,0,1,STATE/LOCAL,,Date changed to Julian day
,COA C-158,CRW,2,800,1600,2,6,1,365,COA Mt. Tolman Fire Center,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
,COA C-300,CRW,3,800,1600,2,6,1,365,COA Inchelium District Office,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
,COA C-400,CRW,3,800,1600,2,6,1,365,COA Mt. Tolman Fire Center,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
,COA C-600,CRW,3,800,1600,2,6,1,365,COA Nespelem District Office,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
,COA C-650,CRW,3,800,1600,2,6,1,365,COA Nespelem District Office,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA D-130,DZR2,1,930,1800,1,5,1,365,COA Disautel Ranger Station,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA D-131,DZR2,1,930,1800,2,6,1,365,COA Nespelem District Office,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA D-132,DZR2,1,930,1800,3,7,166,273,COA Mt. Tolman Fire Center,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA D-133,DZR2,1,930,1800,3,7,1,365,COA Inchelium District Office,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA E-112,EN56,2,930,1800,1,3,1,365,COA Inchelium District Office,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA E-113,EN56,2,930,1800,1,7,1,365,COA Inchelium District Office,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
,COA E-114,EN56,2,730,1600,2,6,1,365,COA Inchelium District Office,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
,COA E-115,EN56,2,730,1600,2,6,1,365,COA Nespelem District Office,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
,COA E-117,EN56,2,730,1600,2,6,152,273,COA Nespelem District Office,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA E-118,EN56,2,930,1800,1,7,1,365,COA Disautel Ranger Station,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA E-121,EN56,2,930,1800,1,7,1,365,COA Mt. Tolman Fire Center,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA E-122,EN56,2,930,1800,1,7,1,365,COA Nespelem District Office,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
,COA E-123,EN56,2,930,1800,1,7,1,365,COA Mt. Tolman Fire Center,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA E-146,EN56,2,800,1700,1,7,1,365,COA Mt. Tolman Fire Center,100,0,0,300,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA HELI #1,HELI,2,800,1800,3,7,182,245,COA Mt Tolman Helibase,100,0,0,0,n,0.31,1,23574,0,NW_WA_008,0,1,BIA,COA ROTOR 1,"HELI 64 days, attached HEL 64 days.  NW_WA_004 split in 2013, this resource now listed as NW_WA_008."
yes,COA HELI #2,HELI,2,800,1800,1,5,182,245,COA Mt Tolman Helibase,100,0,0,0,n,0.31,1,19399,0,NW_WA_008,0,1,BIA,COA ROTOR 1,"HELI 64 days, attached HEL 64 days.  NW_WA_004 split in 2013, this resource now listed as NW_WA_008."
yes,COA ROTOR 1,HEL3,1,800,1800,1,7,182,245,COA Mt Tolman Helibase,100,0,0,0,n,0.31,1,19399,0,NW_WA_008,0,1,BIA,n/a,"Contracted 64 days.  NW_WA_004 split in 2013, this resource now listed as NW_WA_008."
yes,COA SEAT,SEAT,1,800,1700,1,7,195,260,COA Omak Seat Base,100,0,0,0,n,0.31,1,19399,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA WT-144,WT,1,800,1600,2,6,1,365,COA Mt. Tolman Fire Center,100,0,0,0,n,0.92,3,43563,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,COA WT-145,WT,1,800,1600,1,6,152,273,COA Nespelem District Office,100,0,0,0,n,0.92,3,43563,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,SPA DOZ 1,DZR2,2,930,1800,1,7,1,365,SPA Wellpint Dispatch,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,SPA DOZ 2,DZR2,2,730,1600,2,6,1,365,SPA Wellpint Dispatch,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,SPA ENG 69,EN56,3,730,1600,2,6,1,365,SPA Wellpint Dispatch,100,0,0,200,n,0,0,0,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,SPA ENG 79,EN56,2,930,1800,1,7,1,365,SPA Wellpint Dispatch,100,0,0,300,n,0.92,3,43563,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,SPA ENG 82,EN56,2,930,1800,1,7,1,365,SPA Wellpint Dispatch,100,0,0,300,n,0.92,3,43563,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,SPA ENG 91,EN56,2,930,1800,3,7,1,365,SPA Wellpint Dispatch,100,0,0,300,n,0.92,3,43563,0,NW_WA_008,0,1,BIA,,"NW_WA_004 split in 2013, this resource now listed as NW_WA_008"
yes,SPA Heli #1,HELI,3,930,1800,1,7,201,273,SPA Wellpint Dispatch,100,0,0,0,n,0.92,3,43563,0,NW_WA_008,0,1,BIA,SPA Rotor 1 Sev,"Contracted 73 days.  NW_WA_004 split in 2013, this resource now listed as NW_WA_008. "
yes,SPA Rotor 1 Sev,HEL3,3,930,1800,1,7,201,273,SPA Wellpint Dispatch,100,0,0,0,n,0,0,0,0,NW_WA_008,0,1,BIA,n/a,"Contracted 73 days.  NW_WA_004 split in 2013, this resource now listed as NW_WA_008. "
yes,SPA WT 2,WT,1,930,1800,1,7,1,365,SPA Wellpint Dispatch,100,0,0,0,n,0.38,2,21606,0,NW_WA_008,0,1,BIA,,
yes,COF C-101,CRW,10,930,1800,1,7,1,365,COF Three Rivers Ranger Sta.,100,0,0,0,n,0.38,2,23280,0,NW_WA_004,0,1,FS,,
yes,COF C-201,CRW,5,930,1800,1,7,1,365,COF Republic Ranger Station,100,0,0,0,n,0,0,81342,0,NW_WA_004,0,1,FS,,
yes,COF C-301,CRW,5,930,1800,1,7,1,365,COF Newport Ranger Station,100,0,0,0,n,0,0,0,0,NW_WA_004,0,1,FS,,
yes,COF C-900,CRW,20,930,1800,5,2,1,365,COF Three Rivers Ranger Sta.,100,0,0,0,n,0.31,1,23299,0,NW_WA_004,0,1,FS,,
yes,COF E-11,EN56,3,930,1800,1,7,1,365,COF Three Rivers Ranger Sta.,100,0,0,300,n,0,0,2000,0,NW_WA_004,0,1,FS,,
YES,COF E-12,EN56,3,930,1800,1,7,1,365,COF Three Rivers Ranger Sta.,100,0,0,300,n,0.25,1,26303,0,NW_WA_004,0,1,FS,,"Added ENG to updated resource list, need to associate DL"
yes,COF E-21,EN56,3,930,1800,1,7,1,365,COF Republic Ranger Station,100,0,0,330,n,0,0,0,0,NW_WA_004,0,1,FS,,
yes,COF E-22,EN56,3,930,1800,1,7,1,365,COF Republic Ranger Station,100,0,0,300,n,0,3,0,0,NW_WA_004,0,1,FS,,
yes,COF E-31,EN56,3,930,1800,1,7,1,365,COF Newport Ranger Station,100,0,0,300,n,0.9,3,34648,0,NW_WA_004,0,1,FS,,
yes,COF E-32,EN56,3,930,1800,1,7,1,365,COF Newport Ranger Station,100,0,0,500,n,0.75,3,34220,0,NW_WA_004,0,1,FS,,
yes,COF E-33,EN56,3,930,1800,1,7,1,365,COF Sullivan Lake Ranger Sta.,100,0,0,300,n,0.5,2,22658,0,NW_WA_004,0,1,FS,,
yes,COF E-34,EN56,3,930,1800,1,7,1,365,COF Sullivan Lake Ranger Sta.,100,0,0,300,n,0,3,0,0,NW_WA_004,0,1,FS,,
,COF Heli #1,HELI,3,800,1800,1,7,171,258,COF Three Rivers Ranger Sta.,100,0,0,0,n,0,3,0,0,NW_WA_004,0,1,FS,COF SEV. ROTOR,"HELI 88 days, attached HEL 88 days"
,COF Heli #2,HELI,3,800,1800,1,7,171,258,COF Three Rivers Ranger Sta.,100,0,0,0,n,0.25,1,22303,0,NW_WA_004,0,1,FS,COF SEV. ROTOR,"HELI 88 days, attached HEL 88 days"
,COF Heli #3,HELI,2,800,1800,1,7,171,258,COF Three Rivers Ranger Sta.,100,0,0,0,n,4.31,14,219197,0,NW_WA_004,0,1,FS,COF SEV. ROTOR,"HELI 88 days, attached HEL 88 days"
,COF SEV. ROTOR,HEL3,1,800,1800,1,7,171,258,COF Three Rivers Ranger Sta.,100,0,0,0,n,1.85,6,106749,0,NW_WA_004,0,1,FS,n/a,Contracted 88 days
yes,LPO ENG 1,EN56,2,930,1800,1,5,1,365,LPR Little Pend Oreille HQ,100,0,0,300,n,2.15,7,63710,0,NW_WA_004,0,1,FWS,,
yes,LPO ENG 2,EN56,3,930,1800,1,7,1,365,LPR Little Pend Oreille HQ,100,0,0,500,n,5.3,20,250400,0,NW_WA_004,0,1,FWS,,
yes,TBR ENG 1,EN56,2,930,1700,1,7,1,365,TBR Turnbull HQ,100,0,0,500,n,1.23,4,80522,0,NW_WA_004,0,1,FWS,,
yes,TBR ENG 3,EN56,2,930,1800,1,5,1,365,TBR Turnbull HQ,100,0,0,500,n,1.23,4,82523,0,NW_WA_004,0,1,FWS,,
