name,tracked_resource,boat,crew,engine,helitack,smoke_jumper
SA_FL_003FWS_Threat                    FWS_05_PIN_Threat,20,,,30,,
SA_FL_003FS_Threat                     FS_T_02_Eureka,20,,,30,,
SA_FL_003FS_Threat                     FS_T_01_Rodman,20,,,30,,
SA_FL_003FS_Mixed_Ownership            FS_MO_02_Lake_Kerr,20,,,30,,
SA_FL_003FS_Mixed_Ownership            FS_MO_05_Nicotoon_Lk,20,,,30,,
SA_FL_003FS_Mixed_Ownership            FS_MO_04_Electra,20,,,30,,
SA_FL_003FS_Mixed_Ownership            FS_MO_03_Lynn,20,,,30,,
SA_FL_003FS_General_Forest             FS_GF_03_Farles,20,,,30,,
SA_FL_003FS_Mixed_Ownership            FS_MO_01_Hog_Valley,20,,,30,,
SA_FL_003FS_General_Forest             FS_GF_02_Hughes_Isl,20,,,30,,
SA_FL_003FS_General_Forest             FS_GF_01_North_End,20,,,30,,
SA_FL_003FWS_Refuge                    FWS_04_LRR,20,,,30,,
SA_FL_003FWS_Threat                    FWS_03_SJR_Threat,20,,,30,,
SA_FL_003FWS_Refuge                    FWS_03_SJR,20,,,30,,
SA_FL_003FWS_Refuge                    FWS_02_MIR_S,20,,,30,,
SA_FL_003Non_Particpating              Non_Particpating,,,,,,
SA_FL_003Unassgined                    Water,,,,,,
SA_FL_003FWS_Refuge                    FWS_05_PIN,20,,,30,,
SA_FL_003FWS_Threat                    FWS_04_LRR_Threat,20,,,30,,
SA_FL_003FS_Wilderness                 FS_Wild_02_Billies_B,,,,30,,
SA_FL_003FS_Wilderness                 FS_Wild_01_Juniper_L,,,,30,,
SA_FL_003FS_Threat                     FS_T_07_Ferry,20,,,30,,
SA_FL_003FS_Threat                     FS_T_06_Volusia,20,,,30,,
SA_FL_003FS_Threat                     FS_T_05_Paisley,20,,,30,,
SA_FL_003FS_Threat                     FS_T_04_Linadale,20,,,30,,
SA_FL_003FS_Threat                     FS_T_03_Moss_Bluff,20,,,30,,
SA_FL_003FWS_Threat                    FWS_01_MI_Threat,20,,,30,,
SA_FL_003FWS_Refuge                    FWS_01_MIR_N,20,,,30,,
SA_FL_003NPS                           NPS_03_FOMA,20,,,30,,
SA_FL_003FWS_Refuge                    FWS_07_LWR_Upland,20,,,30,,
SA_FL_003FWS_Threat                    NPS_CNS_Threat,20,,,30,,
SA_FL_003NPS                           NPS_CNS_02_South,20,,,30,,
SA_FL_003NPS_Threat                    NPS_03_FOMA_Threat,45,,,30,,
SA_FL_003FS_Military_Use               FS_MU_02_Artllry_Rng,,,,30,,
SA_FL_003FS_Military_Use               FS_MU_01_Bombing_Rng,,,,,,
SA_FL_003FWS_Refuge                    FWS_06_ACR,20,,,30,,
SA_FL_003NPS                           NPS_CNS_01_North,20,,,30,,
SA_FL_003FWS_Refuge                    FWS_08_LWR_Marsh,20,,,30,,
SA_FL_003FWS_Threat                    FWS_07_LWR_Threat,20,,,30,,
SA_FL_003FS_Mixed_Ownership            FS_MO_06_Alexander_C,20,,,30,,
SA_FL_004FS_Mixed_Ownership            MO_12_Sumatra,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_11_Cemtral_City,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_10_Camel_Lake,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_09_Liberty,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_04_Rock_Bluff,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_01_Blue_Sink,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_07_Widdon_Lake,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_06_Grimes_Bay,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_05_Sanborn,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_02_Silver_Lake,30,,,60,,
SA_FL_004Egmont FMU                    Egmont_FWA,,,,15,,
SA_FL_004CNR_FMU                       CNR_FWA,15,,,15,,
SA_FL_004FS_Military_Use               MU_01_Bombing_Range,,,,,,
SA_FL_004FS_General_Forest             GF_02_Apalach,30,,,60,,
SA_FL_004FS_General_Forest             GF_01_Wakulla,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_03_Holland,30,,,60,,
SA_FL_004SMR_FMU                       SMR_East_FWA,15,,,15,,
SA_FL_004Unassigned                    UA_BLM_Lathrop,,,,,,
SA_FL_004LSR_FMU                       LSR_South_FWA,15,,,15,,
SA_FL_004FS_Wilderness                 W_MudSwamp/NewRiver,,,,60,,
SA_FL_004FS_Wilderness                 W_Clearlake_Study,,,,60,,
SA_FL_004Unassigned                    UA_State_Protected,,,,,,
SA_FL_004SVR_FMU                       SVR_FWA,30,,,30,,
SA_FL_004SMR_THT_FMU                   SMR_THT_FWA,15,,,15,,
SA_FL_004FS_Threat                     T_08_Crawfordville,30,,,60,,
SA_FL_004SMR_FMU                       SMR_West_FWA,15,,,15,,
SA_FL_004Unassigned                    UA_BLM_Threat,,,,,,
SA_FL_004LSR_FMU                       LSR_North_FWA,15,,,15,,
SA_FL_004FS_Wilderness                 W_01_Bradwell_Bay,,,,60,,
SA_FL_004FS_Threat                     T_05_Battle_Bend,30,,,60,,
SA_FL_004FS_Threat                     T_04_Apalach,30,,,60,,
SA_FL_004FS_Threat                     T_06_Tates_Hell,30,,,60,,
SA_FL_004FS_Threat                     T_03_Telogia_Creek,30,,,60,,
SA_FL_004FS_Mixed_Ownership            MO_08_Whitehead_Lake,30,,,60,,
SA_FL_004FS_Threat                     T_02_Bloxham,30,,,60,,
SA_FL_004FS_Threat                     T_01_Tallahassee,30,,,60,,
SA_GA_001FMU_FS-1                      OCF_N_FWA,20,0,0,20,0,0
SA_GA_001NP_FMU                        FPU_FWA,,,,,,
SA_GA_001Chattahoochee_River_NRA       CHAT_FWA,20,,,20,,
SA_GA_001NP_FMU                        ANDE_FWA,,,,,,
SA_GA_001PDR_BSR_FMU                   PDR_FWA,20,0,0,20,0,0
SA_GA_001NP_FMU                        OCMU_FWA,,,,,,
SA_GA_001PDR_BSR_FMU                   BSR_FWA,30,0,0,40,0,0
SA_GA_001FMU_FS-1                      OCF_S_FWA,20,0,0,20,0,0
SA_KY_001BISO_Tennessee_FMG            BISO_TN_FWA,,,10,10,,
SA_KY_001NP_FMG                        FWS_FWA,0,0,0,0,0,0
SA_KY_001MCP_FMG                       MCP_FWA,0,0,0,30,0,0
SA_KY_001NP_FMG                        NPS_FWA,,,,,,
SA_KY_001LBL_FMG                       LBL_FWA,0,0,0,30,0,0
SA_KY_001CRR_FMG                       CRR_FWA,0,0,0,0,0,0
SA_KY_001Non_Participating_FMG         Unassigned_FWA,,,,,,
SA_KY_001WILDERNESS_FMG                Clifty_FWA,0,0,0,15,30,0
SA_KY_001WILDERNESS_FMG                Beaver_Crk_FWA,0,0,0,15,30,0
SA_KY_001STEARNS_FMG                   Stearns_FWA,15,0,0,15,30,0
SA_KY_001REDBIRD_FMG                   Redbird_FWA,15,0,0,15,30,0
SA_KY_001LONDON_FMG                    London_FWA,15,0,0,15,30,0
SA_KY_001CUMBERLAND_FMG                Cumberland,0,0,0,15,30,0
SA_KY_001Obed_WSR_FMG                  OBED_TH_FWA,0,0,0,20,0,0
SA_KY_001Obed_WSR_FMG                  OBED_FWA,0,0,0,30,0,0
SA_KY_001Cumberland_Gap_NHP_FMG        Natural_TH_FWA,0,0,0,20,0,0
SA_KY_001Cumberland_Gap_NHP_FMG        Cultural_FWA,0,0,0,30,0,0
SA_KY_001River_Zone_FMG                River_FWA,15,0,0,15,30,0
SA_KY_001Cumberland_Gap_NHP_FMG        Natural_FWA,0,0,0,30,0,0
SA_KY_001BISO_Tennessee_FMG            BISO_TN_TH_FWA,,,10,10,,
SA_KY_001BISO_Gorge_FMG                Gorge_FWA,0,0,15,45,0,0
SA_KY_001Cumberland_Gap_NHP_FMG        Cultural_TH_FWA,0,0,0,20,0,0
SA_LA_001NP_FMU                        FPU_FWA,8,88,8,8,8,8
SA_LA_001NP_FMU                        JELA_La,8,88,8,8,8,8
SA_LA_001BBR_FMU                       BBR_FWA,15,15,0,15,0,0
SA_LA_001BTR_FMU                       BTR_FWA,8,88,8,8,8,8
SA_LA_001DTR_FMU                       DTR_FWA,8,88,8,8,8,8
SA_LA_001MDR_FMU                       MDR_FWA,8,88,8,8,8,8
SA_LA_001BCR_FMU                       BCR_FWA,5,5,,5,,
SA_LA_001BSR_FMU                       BSR_FWA,5,5,,5,,
SA_LA_001BRR_FMU                       BRR_FWA,8,88,8,8,8,8
SA_LA_003Winnfield_Threat_FMU          Winnfield_Threat_FWA,15,,15,15,30,
SA_LA_003Packton_FMU                   Packton_FWA,15,,15,15,30,
SA_LA_003Winnfield_FMU                 Winnfield_FWA,15,,15,15,30,
SA_LA_003Goldonna_FMU                  Goldonna_FWA,15,,15,15,30,
SA_LA_003Goldonna_Threat_FMU           Goldonna_Threat_FWA,15,,15,15,30,
SA_LA_003AFR_FMU                       AFR_FWA,15,,15,15,30,
SA_LA_003CLA_FMU                       BCR_FWA,15,,25,15,30,
SA_LA_003Unassigned_FMU                Unassigned_FWA5,15,,,15,30,
SA_LA_003Unassigned_FMU                Unassigned_FWA3,15,,,15,30,
SA_LA_003CLA_FMU                       CHR_FWA,15,,15,15,30,
SA_LA_003NLA_FMU                       FSR_FWA,45,,,15,30,
SA_LA_003Unassigned_FMU                Unassigned_FWA4,15,,,15,30,
SA_LA_003Breezy_Threat_FMU             Breezy_Hill_No_Pene1,15,,15,15,20,
SA_LA_003Unassigned_FMU                Unassigned_FWA7,15,,,15,30,
SA_LA_003Bentley_FMU                   Bentley_FWA,15,,15,15,30,
SA_LA_003Unassigned_FMU                Unassigned_FWA6,15,,,15,30,
SA_LA_003NLA_FMU                       BBR_FWA,45,,,15,30,
SA_LA_003Unassigned_FMU                Unassigned_FWA2,15,,,15,30,
SA_LA_003NLA_FMU                       DBR_FWA,45,,,15,30,
SA_LA_003Unassigned_FMU                Unassigned_FWA1,15,,,15,30,
SA_LA_003Unassigned_FMU                CARI_FWA,15,,,15,30,
SA_LA_003Unassigned_FMU                POPO_FWA,15,,,15,30,
SA_LA_003Caney_FMU                     Caney_FWA,15,,15,15,20,
SA_LA_003Caney_Threat_FMU              Caney_Threat_FWA,15,,15,15,20,
SA_LA_003Breezy_Hill_No_Penetration_FMUBreezy_Hill_No_Pene2,15,,15,15,30,
SA_LA_003Williana_FMU                  Williana_FWA,15,,15,15,30,
SA_LA_003Williana_Threat_FMU           Williana_Threat_FWA,15,,15,15,30,
SA_LA_003Research_FMU                  Research_FWA,15,,15,15,30,
SA_LA_003Lorane_No_Plow_FMU            Lorane_No_Plow_FWA,,,15,15,30,
SA_LA_003Research_Threat_FMU           Research_Threat_FWA,15,,15,15,30,
SA_LA_003Gardner_Threat_FMU            Gardner_Threat_FWA,15,,15,15,30,
SA_LA_003NLA_FMU                       OFR_FWA,45,,,15,30,
SA_LA_003CLA_FMU                       TRR_FWA,15,,15,15,30,
SA_LA_003NLA_FMU                       UOR_FWA,45,,,15,30,
SA_LA_003Breezy_Hill_No_Entry_FMU      Breezy_Hill_No_Entr,15,,,15,20,
SA_LA_003Bentley_Threat_FMU            Bentley_Threat_FWA,15,,15,15,30,
SA_LA_003Forest_Hill_Threat_FMU        Forest_Hill_Threat,15,,15,15,30,
SA_LA_003Claiborne_Range_FMU           Claiborne_Range_FWA,15,,15,15,30,
SA_LA_003Bellwood_FMU                  Bellwood_FWA,15,,15,15,30,
SA_LA_003Lorane_No_Plow_Threat_FMU     Lorane_No_Plow_Thre,15,,15,15,30,
SA_LA_003Gardner_FMU                   Gardner_FWA,15,,15,15,30,
SA_LA_003Forest_Hill_FMU               Forest_Hill_FWA,15,,15,15,30,
SA_LA_003Kisatchie_Hills_FMU           Kisatchie_Hills_FWA,,,15,15,30,
SA_LA_003Bellwood_Threat_FMU           Bellwood_Threat_FWA,15,,15,15,30,
SA_LA_003Gorum_FMU                     Gorum_FWA,15,,15,15,30,
SA_LA_003Gorum_Threat_FMU              Gorum_Threat_FWA,15,,15,15,30,
SA_LA_003IUA_FMU                       IUA_FWA,15,,15,15,30,
SA_LA_003Cravens_FMU                   Cravens_FWA,5,,15,15,30,
SA_LA_003Fort_Polk_FMU                 Fort_Polk_FWA,15,,15,15,30,
SA_LA_003IUA_Threat_FMU                IUA_Threat_FWA,15,,15,15,30,
SA_LA_003Fort_Polk_Threat_FMU          Fort_Polk_Threat_FWA,15,,15,15,30,
SA_LA_003Cravens_Threat_FMU            Cravens_Threat_FWA,15,,15,15,30,
SA_LA_003Packton_Threat_FMU            Packton_Threat_FWA,15,,15,15,30,
SA_MD_001Patuxent                      Patuxent,28,,20,5,,
SA_MD_001Non-Participating             Non-Participating,28,,20,5,,
SA_MD_001Prime_Hook                    PrimeHook,28,,20,5,,
SA_MD_001Harrison_Lake                 Harrison,28,,20,5,,
SA_MD_001Great_Dismal_Swamp            Dismal,28,,20,5,,
SA_MD_001Eastern_Virginia_Rivers       EaVaRiver,28,,20,5,,
SA_MD_001Eastern_Shore_Va              Ea_ShoreVA,28,,20,5,,
SA_MD_001Eastern_Neck                  East_Neck,28,,20,5,,
SA_MD_001DMV_Satellites                DMV_Sat,28,,20,5,,
SA_MD_001DMV_Satellites                COLO,28,,20,5,,
SA_MD_001Blackwater_Threat             BlkwaterTH,28,,20,5,,
SA_MD_001Chincoteague                  Chinoco,28,,20,5,,
SA_MD_001Chesapeake_Islands            Ches_Is,28,,20,5,,
SA_MD_001Bombay_Hook                   BombayHook,28,,20,5,,
SA_MD_001Blackwater                    Blackwater,28,,20,5,,
SA_MD_001Back_Bay                      Back_Bay,28,,20,5,,
SA_MD_001Assateague_Island_NS          ASIS,28,,20,5,,
SA_MS_001GBR_FMG                       GBR_FWA,30,10,30,10,15,7
SA_MS_001MSR_FMG                       MSR_FWA,2,10,2,2,,
SA_MS_001Non_Participating_FMG         Unassigned_FWA,7,7,7,7,7,7
SA_MS_001BSR_FMG                       BSR_FWA,20,10,30,10,,
SA_MS_001Choctaw_FMG                   Choctaw_FWA,30,,,30,,
SA_MS_001Old Biloxi_FMG                Old_Biloxi_FWA,15,0,30,30,0,15
SA_MS_001Old_Black_Creek_FMG           Old_Black_Creek_FWA,15,0,30,30,0,15
SA_MS_001Impact_Surface_FMG            Impact_Surface_FWA,15,0,30,30,0,15
SA_MS_001Davis_Bayou_FMG               Davis_Bayou_FWA,15,0,30,30,0,15
SA_MS_001Chickasawhay_FMG              Chickasawhay_FWA,15,0,30,30,0,15
SA_MS_001Wilderness_FMG                Wilderness_FWA,0,0,20,0,0,15
SA_MS_002Central_S_FMG                 HSR_W_FWA,15,,30,30,,
SA_MS_002Central_S_FMG                 HSR_E_FWA,15,,30,30,,
SA_MS_002Central_S_FMG                 MOR_FWA,15,,30,30,,
SA_MS_002Central_S_FMG                 MBR_FWA,15,,30,30,,
SA_MS_002Central_S_FMG                 YZR_N_FWA,15,,30,30,,
SA_MS_002Delta_FMG                     Delta_FWA,15,0,30,30,0,15
SA_MS_002Bienville_Threat_FMG          Bienville_Threat_FWA,15,0,30,30,0,15
SA_MS_002Bienville_FMG                 Bienville_FWA,15,0,30,30,0,15
SA_MS_002NXR_Threat_FMG                NXR_Threat_FWA,15,0,30,30,0,15
SA_MS_002Tombigbee_NPS_Threat_FMG      Tombigbee_NPS_Threat,15,0,30,30,0,15
SA_MS_002SCR_FMG                       SCR_FWA,15,0,30,30,0,15
SA_MS_002NXR_FMG                       NXR_FWA,15,0,30,30,0,15
SA_MS_002Natchez_Threat_FMG            Natchez_Threat_FWA,10,0,0,5,0,0
SA_MS_002Natchez_FMG                   Natchez_FWA,0,0,0,5,0,0
SA_MS_002Kosciusko_FMG                 Kosciusko_FWA,0,0,0,5,0,0
SA_MS_002Delta_Threat_FMG              Delta_Threat_FWA,15,0,30,30,0,15
SA_MS_002Central_S_FMG                 PSR_S_FWA,15,,30,30,,
SA_MS_002Central_S_FMG                 PSR_N_FWA,15,,30,30,,
SA_MS_002Central_S_FMG                 YZR_S_FWA,15,,30,30,,
SA_MS_002Central_N_Threat_FMG          CLR_Threat_FWA,15,0,30,30,0,15
SA_MS_002Central_N_Threat_FMG          DHR_Threat_FWA,15,0,30,30,0,15
SA_MS_002Central_N_FMG                 CLR_FWA,15,0,30,30,0,15
SA_MS_002Central_N_FMG                 DHR_FWA,15,0,30,30,0,15
SA_MS_002Central_N_FMG                 THR_FWA,15,0,30,30,0,15
SA_MS_002SHP_FMG                       SHP_FWA,0,0,0,5,0,0
SA_MS_002Non_Participating_FMG         Unassigned_TN_FWA,,,,,,
SA_MS_002Non_Participating_FMG         Unassigned_MS_FWA,15,0,30,30,0,15
SA_MS_002Tombigbee_Threat_FMG          Tombigbee_Threat_FWA,15,0,30,30,0,15
SA_MS_002Tombigbee_FMG                 Tombigbee_FWA,15,0,30,30,0,15
SA_MS_002TNR_FMG                       TNR_FWA,,,,,,
SA_MS_002VICK_FMG                      VICK_FWA,0,0,0,5,0,0
SA_MS_002Central_S_Threat_FMG          HSR_W_Threat_FWA,15,,30,30,,
SA_MS_002Holly_Springs_Threat_FMG      Holly_Springs_Threat,15,0,30,30,0,15
SA_MS_002Holly_Springs_FMG             Holly_Springs_FWA,15,0,30,30,0,15
SA_MS_002Homochitto_Threat_FMG         Homochitto_Threat_FW,15,0,30,30,0,15
SA_MS_002Homochitto_FMG                Homochitto_FWA,15,0,30,30,0,15
SA_MS_002Central_N_Threat_FMG          THR_Threat_FWA,15,0,30,30,0,15
SA_MS_002Kosciusko_Threat_FMG          Kosciusko_Threat_FWA,10,0,0,5,0,0
SA_MS_002NSP_FMG                       NSP_FWA,0,0,0,5,0,0
SA_MS_002NSP_Tht_FMG                   NSP_Tht_FWA,0,0,0,5,0,0
SA_MS_002STP_FMG                       STP_FWA,0,0,0,5,0,0
SA_MS_002Tupelo_FMG                    Tupelo_FWA,0,0,0,5,0,0
SA_MS_002Tupelo_Threat_FMG             Tupelo_Threat_FWA,10,0,0,5,0,0
SA_MS_002Choctaw_FMG                   Choctaw_FWA,15,,15,15,30,
SA_MS_002Central_S_Threat_FMG          HSR_E_Threat_FWA,15,,30,30,,
SA_MS_002Central_S_Threat_FMG          MOR_Threat_FWA,15,,30,30,,
SA_MS_002Central_S_Threat_FMG          MBR_Threat_FWA,15,,30,30,,
SA_MS_002Central_S_Threat_FMG          PSR_S_Threat_FWA,15,,30,30,,
SA_MS_002Central_S_Threat_FMG          PSR_N_Threat_FWA,15,,30,30,,
SA_MS_002Central_S_Threat_FMG          YZR_S_Threat_FWA,15,,30,30,,
SA_MS_002Central_S_Threat_FMG          YZR_N_Threat_FWA,15,,30,30,,
SA_MS_002NP_FMG                        FWS_FWA,,,,,,
SA_NC_001Uwharrie National Forest      Birkhead Wilderness,,,,30,,
SA_NC_001Unassigned                    Unassigned,,,,,,
SA_NC_001Carolina Sandhills NWR        Sandhills,15,,,20,0,
SA_NC_001Pee Dee NWR                   Pee Dee,15,,,20,,
SA_NC_001Uwharrie National Forest      Uwharrie WUI,30,,,15,,
SA_NC_002CAPE_HATTERAS_NS FMU          CAHA_NORTH FWA,5,,,10,,
SA_NC_002UNASSIGNED_NC_COAST           UNASSIGNED_NC_COAST,60,60,,,,
SA_NC_002ALLIGATOR RIVER WEST FMU      ALLIGATOR RIVER WEST,90,90,,90,,
SA_NC_002ALLIGATOR RIVER EAST FMU      ALLIGATOR RIVER EAST,30,60,,60,,
SA_NC_002UNASSIGNED                    UNASSIGNED_MOCR,60,60,,,,
SA_NC_002CAPE_HATTERAS_NS FMU          OCRACOKE FWA,,,,10,,
SA_NC_002CAPE_HATTERAS_NS FMU          HATTERAS FWA,5,,,10,,
SA_NC_002CAPE_LOOKOUT FMU              CALO FWA,,15,15,15,,
SA_NC_002CRF_FMU_WILDERNESS            CRF_FWA_WILDERNESS F,60,,,120,,
SA_NC_002CRF_FMU_MIXED_OWNERSHIP       CRF_FWA_MIXED_OWNERS,60,,,60,30,
SA_NC_002SWANQUARTER THREAT FMU        SWANQUARTER THREAT F,30,15,,15,,
SA_NC_002SWANQUARTER FMU               SWANQUARTER FWA,60,30,,30,,
SA_NC_002ROANOKE RIVER FMU             ROANOKE RIVER FWA,30,60,,30,,
SA_NC_002POCOSIN LAKES WEST FMU        POCOSIN LAKES WEST F,60,,,30,,
SA_NC_002POCOSIN LAKES THREAT WEST FMU POCOSIN LAKES THRE_W,30,,,30,,
SA_NC_002POCOSIN LAKES THREAT EAST FMU POCOSIN LAKES THRE_E,60,60,,60,,
SA_NC_002POCOSIN LAKES EAST FMU        POCOSIN LAKES EAST F,60,60,,60,,
SA_NC_002PEA ISLAND FMU                PEA ISLAND FWA,15,10,,10,,
SA_NC_002MATTAMUSKEET THREAT FMU       MATTAMUSKEET THREAT,15,10,,10,,
SA_NC_002MATTAMUSKEET FMU              MATTAMUSKEET FWA,15,10,,10,,
SA_NC_002MACKAY ISLAND THREAT FMU      MACKAY ISLAND THREAT,15,10,,10,,
SA_NC_002MACKAY ISLAND FMU             MACKAY ISLAND FWA,30,15,,15,,
SA_NC_002CURRITUCK THREAT FMU          CURRITUCK THREAT FWA,20,10,,10,,
SA_NC_002CURRITUCK FMU                 CURRITUCK FWA,30,15,,15,,
SA_NC_002CEDAR ISLAND THREAT FMU       CEDAR ISLAND THREAT,15,30,,15,,
SA_NC_002CEDAR ISLAND FMU              CEDAR ISLAND FWA,30,30,,30,,
SA_NC_002ALLIGATOR RIVER THREAT EAST FMALLIGATOR RIVER TH_E,30,30,,30,,
SA_OK_001Choctaw FMU                   Pine FWA,30,,30,30,,
SA_OK_001FWS Interest                  Little River NWR,30,,30,30,,
SA_OK_001FWS Interest                  Seqouyah NWR,30,,30,30,,
SA_OK_001Chickasaw FMU                 Chickasaw Northern,30,,30,30,,
SA_OK_001Chickasaw FMU                 Chickasaw Central,30,,30,30,,
SA_OK_001Ouachita Wilderness OK FMU    Ouachita Wilderness,30,,30,30,,
SA_OK_001Choctaw FMU                   Cross Timber FWA,30,,30,30,,
SA_OK_001Choctaw FMU                   Grass FWA,30,,30,30,,
SA_OK_001Chickasaw FMU                 Chickasaw Southern,30,,30,30,,
SA_OK_001Ouachita OK FMU               Oklahoma South,30,,30,30,,
SA_OK_001Ouachita OK FMU               Broken Bow West,30,,30,30,,
SA_OK_001Chicksaw NRA                  Chickasaw NRA,30,,30,30,,
SA_OK_001Ouachita OK FMU               Tiak FWA,30,,30,30,,
SA_OK_001Ouachita OK FMU               Broken Bow East,30,,30,30,,
SA_OK_001Ouachita OK FMU               Oklahoma North,30,,30,30,,
SA_OK_002Cherokee FMU                  Cherokee East,20,,,20,,
SA_OK_002Osage FMU                     Osage FWA,15,,,15,,
SA_OK_002FWS Interest                  Ozark Plateau NWR,0,,,0,,
SA_OK_002Cherokee FMU                  Cherokee,20,,,20,,
SA_OK_002Cherokee FMU                  Cherokee Central,20,,,20,,
SA_OK_002Cherokee FMU                  Cherokee West,10,,,10,,
SA_OK_002Miami FMU                     Miami,20,,,20,,
SA_OK_002Miami FMU                     NWR Miami,0,,,0,,
SA_OK_003Seminole                      Seminole,20,,20,20,,
SA_OK_003FWS Interest 1                Deep Fork NWR,,,,,,
SA_OK_003Creek                         Creek South,20,,20,20,,
SA_OK_003Cherokee                      Cherokee,20,,20,20,,
SA_OK_003Creek                         Creek Northeast,20,,20,20,,
SA_OK_003Creek                         Creek Northwest,20,,20,20,,
SA_OK_005Pawnee FMU                    Pawnee FWA,,,,,,
SA_OK_005Shawnee FMU                   Shawnee FWA,,,,,,
SA_OK_005Concho FMU                    Concho FWA,,,,,,
SA_OK_005Osage FMU                     Osage FWA,,,,,,
SA_OK_005Non-Federal FMU               Non-Federal FWA,,,,,,
SA_OK_005Pawnee FMU                    Pawnee Non-tract,,,,,,
SA_OK_005Shawnee FMU                   Shawnee Non-tract,,,,,,
SA_OK_005Non-Federal 3 FMU             Non-Federal 3 FWA,,,,,,
SA_OK_005Concha FMU                    Concha Non-tract,,,,,,
SA_OK_005Non-Federal 2 FMU             Non-Federal 2 FWA,,,,,,
SA_OK_005Anadarko FMU                  Anadarko Non-tract,,,,,,
SA_OK_005Washita FMU                   Washita FWA,,,,,,
SA_OK_005Salt Plains FMU               Salt Plains FWA,,,,,,
SA_OK_005Wichita Mountain FMU          Wichita Mountain FWA,,,,,,
SA_OK_005Anadarko FMU North            Anadarko FWA North,,,,,,
SA_OK_005Anadarko FMU South            Anadarko FWA South,,,,,,
SA_PR_001Unassigned                    FWA_001,15,15,15,15,15,
SA_PR_001CAR_LCR_FMU                   FWA_002,15,15,15,15,15,
SA_PR_001CBR_FMU                       FWA_001,15,15,15,15,15,
SA_PR_001CAR_LCR_FMU                   FWA_001,15,15,15,15,15,
SA_PR_001VQR_FMU                       FWA_001,15,15,15,15,15,
SA_SC_001Unassigned                    FOPU,0,,,15,,
SA_SC_001ACR_FMU                       ACR_COMBAHEE,0,,,15,,
SA_SC_001ACR_FMU                       ACR_GROVE,0,,,15,,
SA_SC_001BLR_FMU                       BLR,0,,,15,,
SA_SC_001BLR_FMU                       BLR_WILD,0,,,15,,
SA_SC_001CMR_FMU                       CMR_WILD,0,,,15,,
SA_SC_001HSR_FMU                       HSR,0,,,15,,
SA_SC_001Unassigned                    Unassigned,0,,,15,,
SA_SC_001FMF_WILD_FMU                  FMF_WILD,0,,,15,,
SA_SC_001Andrew_Pickens_FMS_NF         Andrew_Pickens,0,,,15,,
SA_SC_001Unassigned                    Catawba_Green_Earth,0,,,15,,
SA_SC_001Unassigned                    Catawba_Old_Res,0,,,15,,
SA_SC_001Unassigned                    FOSU,0,,,15,,
SA_SC_001FMF_FMU                       FMF,0,,,15,,
SA_SC_001THT_FMU                       ACR_COMBAHEE_THT,0,,,15,,
SA_SC_001THT_FMU                       ACR_GROVE_THT,0,,,15,,
SA_SC_001CMR_FMU                       CMR,0,,,15,,
SA_SC_001THT_FMU                       HSR_THT,0,,,15,,
SA_SC_001SNR_FMU                       SNR_1,0,,,15,,
SA_SC_001PKR_FMU                       PKR,0,,,15,,
SA_SC_001SAV_FMU                       SAV,0,,,15,,
SA_SC_001TYR_FMU                       TYR,0,,,15,,
SA_SC_001WLR_FMU                       WLR,0,,,15,,
SA_SC_001Kings_Mountain_NMP            KIMO_THT,0,,,15,,
SA_SC_001THT_FMU                       SNR_THT,0,,,15,,
SA_SC_001THT_FMU                       WAR_THT,0,,,15,,
SA_SC_001WAR_FMU                       WAR,0,,,15,,
SA_SC_001WSR_FMU                       WSR,0,,,15,,
SA_SC_001THT_FMU                       SAV_THT,0,,,15,,
SA_SC_001Kings_Mountain_NMP            KIMO,0,,,15,,
SA_SC_001Kings_Mountain_NMP            Cowpens,0,,,15,,
SA_SC_001Enoree_FMS_NF                 Enoree,0,,,15,,
SA_SC_001Kings_Mountain_NMP            NISI,0,,,15,,
SA_SC_001Congaree_NP                   CONG,0,,,15,,
SA_SC_001Savannah_River_USFS_SR        USFS_SR_THT,0,,,15,,
SA_SC_001Savannah_River_USFS_SR        USFS_SR,0,,,15,,
SA_SC_001Long_Cane_FMS_NF              Long_Cane,0,,,15,,
SA_SC_001SNR_FMU                       SNR_2,0,,,15,,
SA_TN_001CHCH                          Lookout Mt,0,0,0,15,0,0
SA_TN_001CHCH                          Chickamaug,0,0,0,15,0,0
SA_TN_001Central_Chattahoochee_NF      Blueridge,15,0,15,15,0,0
SA_TN_001Central_Chattahoochee_NF      Rock_Creek,15,0,15,15,0,0
SA_TN_001Central_Chattahoochee_NF      Blairsville,15,0,15,15,0,0
SA_TN_001Cherokee_NF_MO                CNF_NZE,45,0,20,20,0,0
SA_TN_001BLRI                          BLRI_TH,20,0,20,20,0,0
SA_TN_001BLRI                          BLRI,20,0,20,20,0,0
